"BehaviorSpace results (NetLogo 6.2.0)"
"Simple Birth Rates.nlogo"
"Blue_fertility_effect_on_red_extinction"
"05/01/2021 07:42:01:488 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-50","50","-50","50"
"[run number]","carrying-capacity","red-fertility","blue-fertility","[step]","ticks"
"2365","1000","2","4.4","17","17"
"2368","1000","2","4.4","13","13"
"2370","1000","2","4.4","11","11"
"2369","1000","2","4.4","12","12"
"2371","1000","2","4.4","15","15"
"2373","1000","2","4.4","12","12"
"2372","1000","2","4.4","14","14"
"2374","1000","2","4.4","12","12"
"2378","1000","2","4.4","10","10"
"2377","1000","2","4.4","10","10"
"2376","1000","2","4.4","12","12"
"2379","1000","2","4.4","9","9"
"2375","1000","2","4.4","15","15"
"2381","1000","2","4.4","11","11"
"2380","1000","2","4.4","12","12"
"2384","1000","2","4.4","11","11"
"2383","1000","2","4.4","13","13"
"2385","1000","2","4.4","12","12"
"2386","1000","2","4.4","11","11"
"2382","1000","2","4.4","17","17"
"2387","1000","2","4.4","14","14"
"2389","1000","2","4.4","12","12"
"2388","1000","2","4.4","13","13"
"2391","1000","2","4.4","11","11"
"2390","1000","2","4.4","12","12"
"2392","1000","2","4.4","11","11"
"2395","1000","2","4.4","11","11"
"2393","1000","2","4.4","16","16"
"2397","1000","2","4.4","11","11"
"2398","1000","2","4.4","10","10"
"2394","1000","2","4.4","20","20"
"2396","1000","2","4.4","15","15"
"2399","1000","2","4.4","12","12"
"2402","1000","2","4.5","11","11"
"2400","1000","2","4.4","18","18"
"2401","1000","2","4.5","14","14"
"2403","1000","2","4.5","12","12"
"2405","1000","2","4.5","10","10"
"2404","1000","2","4.5","14","14"
"2406","1000","2","4.5","16","16"
"2409","1000","2","4.5","11","11"
"2408","1000","2","4.5","12","12"
"2407","1000","2","4.5","18","18"
"2410","1000","2","4.5","12","12"
"2412","1000","2","4.5","12","12"
"2413","1000","2","4.5","11","11"
"2411","1000","2","4.5","15","15"
"2414","1000","2","4.5","12","12"
"2415","1000","2","4.5","12","12"
"2416","1000","2","4.5","13","13"
"2417","1000","2","4.5","11","11"
"2419","1000","2","4.5","12","12"
"2418","1000","2","4.5","16","16"
"2422","1000","2","4.5","10","10"
"2421","1000","2","4.5","15","15"
"2420","1000","2","4.5","17","17"
"2424","1000","2","4.5","11","11"
"2425","1000","2","4.5","11","11"
"2426","1000","2","4.5","12","12"
"2423","1000","2","4.5","16","16"
"2427","1000","2","4.5","12","12"
"2430","1000","2","4.5","12","12"
"2431","1000","2","4.5","13","13"
"2432","1000","2","4.5","11","11"
"2429","1000","2","4.5","16","16"
"2428","1000","2","4.5","18","18"
"2433","1000","2","4.5","13","13"
"2434","1000","2","4.5","15","15"
"2437","1000","2","4.5","10","10"
"2435","1000","2","4.5","15","15"
"2436","1000","2","4.5","12","12"
"2438","1000","2","4.5","11","11"
"2439","1000","2","4.5","11","11"
"2441","1000","2","4.5","9","9"
"2440","1000","2","4.5","11","11"
"2445","1000","2","4.5","10","10"
"2444","1000","2","4.5","11","11"
"2442","1000","2","4.5","14","14"
"2446","1000","2","4.5","10","10"
"2443","1000","2","4.5","12","12"
"2449","1000","2","4.5","10","10"
"2447","1000","2","4.5","11","11"
"2448","1000","2","4.5","11","11"
"2450","1000","2","4.5","11","11"
"2451","1000","2","4.5","12","12"
"2452","1000","2","4.5","13","13"
"2453","1000","2","4.5","13","13"
"2456","1000","2","4.5","12","12"
"2454","1000","2","4.5","14","14"
"2457","1000","2","4.5","14","14"
"2455","1000","2","4.5","16","16"
"2458","1000","2","4.5","11","11"
"2461","1000","2","4.5","11","11"
"2463","1000","2","4.5","11","11"
"2464","1000","2","4.5","10","10"
"2462","1000","2","4.5","13","13"
"2459","1000","2","4.5","15","15"
"2460","1000","2","4.5","15","15"
"2466","1000","2","4.5","12","12"
"2465","1000","2","4.5","14","14"
"2472","1000","2","4.5","9","9"
"2470","1000","2","4.5","10","10"
"2467","1000","2","4.5","12","12"
"2469","1000","2","4.5","11","11"
"2468","1000","2","4.5","13","13"
"2471","1000","2","4.5","13","13"
"2473","1000","2","4.5","10","10"
"2474","1000","2","4.5","11","11"
"2475","1000","2","4.5","10","10"
"2477","1000","2","4.5","10","10"
"2476","1000","2","4.5","12","12"
"2478","1000","2","4.5","13","13"
"2480","1000","2","4.5","11","11"
"2479","1000","2","4.5","15","15"
"2482","1000","2","4.5","11","11"
"2481","1000","2","4.5","13","13"
"2484","1000","2","4.5","10","10"
"2485","1000","2","4.5","11","11"
"2486","1000","2","4.5","10","10"
"2483","1000","2","4.5","17","17"
"2487","1000","2","4.5","12","12"
"2488","1000","2","4.5","11","11"
"2489","1000","2","4.5","11","11"
"2490","1000","2","4.5","13","13"
"2492","1000","2","4.5","11","11"
"2491","1000","2","4.5","13","13"
"2493","1000","2","4.5","12","12"
"2495","1000","2","4.5","11","11"
"2494","1000","2","4.5","14","14"
"2496","1000","2","4.5","16","16"
"2498","1000","2","4.5","12","12"
"2500","1000","2","4.5","9","9"
"2497","1000","2","4.5","13","13"
"2501","1000","2","4.6","10","10"
"2499","1000","2","4.5","14","14"
"2503","1000","2","4.6","10","10"
"2502","1000","2","4.6","16","16"
"2506","1000","2","4.6","10","10"
"2504","1000","2","4.6","12","12"
"2505","1000","2","4.6","12","12"
"2508","1000","2","4.6","11","11"
"2507","1000","2","4.6","14","14"
"2510","1000","2","4.6","10","10"
"2509","1000","2","4.6","14","14"
"2513","1000","2","4.6","11","11"
"2512","1000","2","4.6","11","11"
"2511","1000","2","4.6","12","12"
"2514","1000","2","4.6","11","11"
"2515","1000","2","4.6","13","13"
"2518","1000","2","4.6","9","9"
"2517","1000","2","4.6","10","10"
"2516","1000","2","4.6","13","13"
"2520","1000","2","4.6","9","9"
"2519","1000","2","4.6","11","11"
"2522","1000","2","4.6","11","11"
"2521","1000","2","4.6","13","13"
"2525","1000","2","4.6","9","9"
"2524","1000","2","4.6","12","12"
"2526","1000","2","4.6","14","14"
"2523","1000","2","4.6","17","17"
"2528","1000","2","4.6","11","11"
"2527","1000","2","4.6","12","12"
"2530","1000","2","4.6","9","9"
"2529","1000","2","4.6","14","14"
"2532","1000","2","4.6","10","10"
"2531","1000","2","4.6","13","13"
"2535","1000","2","4.6","9","9"
"2533","1000","2","4.6","12","12"
"2534","1000","2","4.6","12","12"
"2537","1000","2","4.6","12","12"
"2540","1000","2","4.6","8","8"
"2536","1000","2","4.6","13","13"
"2539","1000","2","4.6","10","10"
"2538","1000","2","4.6","11","11"
"2541","1000","2","4.6","9","9"
"2543","1000","2","4.6","10","10"
"2542","1000","2","4.6","11","11"
"2544","1000","2","4.6","11","11"
"2546","1000","2","4.6","11","11"
"2547","1000","2","4.6","11","11"
"2545","1000","2","4.6","13","13"
"2548","1000","2","4.6","11","11"
"2549","1000","2","4.6","12","12"
"2550","1000","2","4.6","11","11"
"2551","1000","2","4.6","11","11"
"2554","1000","2","4.6","9","9"
"2556","1000","2","4.6","10","10"
"2552","1000","2","4.6","12","12"
"2553","1000","2","4.6","11","11"
"2558","1000","2","4.6","11","11"
"2555","1000","2","4.6","17","17"
"2557","1000","2","4.6","15","15"
"2559","1000","2","4.6","12","12"
"2562","1000","2","4.6","10","10"
"2560","1000","2","4.6","12","12"
"2561","1000","2","4.6","12","12"
"2563","1000","2","4.6","12","12"
"2564","1000","2","4.6","10","10"
"2565","1000","2","4.6","11","11"
"2567","1000","2","4.6","11","11"
"2568","1000","2","4.6","10","10"
"2569","1000","2","4.6","10","10"
"2566","1000","2","4.6","13","13"
"2570","1000","2","4.6","13","13"
"2574","1000","2","4.6","9","9"
"2573","1000","2","4.6","11","11"
"2575","1000","2","4.6","10","10"
"2572","1000","2","4.6","14","14"
"2576","1000","2","4.6","12","12"
"2577","1000","2","4.6","12","12"
"2578","1000","2","4.6","9","9"
"2571","1000","2","4.6","17","17"
"2579","1000","2","4.6","10","10"
"2581","1000","2","4.6","10","10"
"2580","1000","2","4.6","12","12"
"2582","1000","2","4.6","10","10"
"2585","1000","2","4.6","9","9"
"2586","1000","2","4.6","11","11"
"2583","1000","2","4.6","15","15"
"2584","1000","2","4.6","17","17"
"2589","1000","2","4.6","11","11"
"2587","1000","2","4.6","13","13"
"2590","1000","2","4.6","11","11"
"2588","1000","2","4.6","13","13"
"2591","1000","2","4.6","11","11"
"2592","1000","2","4.6","12","12"
"2594","1000","2","4.6","10","10"
"2593","1000","2","4.6","14","14"
"2598","1000","2","4.6","10","10"
"2596","1000","2","4.6","11","11"
"2597","1000","2","4.6","11","11"
"2595","1000","2","4.6","12","12"
"2599","1000","2","4.6","11","11"
"2600","1000","2","4.6","10","10"
"2601","1000","2","4.7","10","10"
"2603","1000","2","4.7","9","9"
"2607","1000","2","4.7","10","10"
"2604","1000","2","4.7","12","12"
"2606","1000","2","4.7","12","12"
"2605","1000","2","4.7","14","14"
"2602","1000","2","4.7","16","16"
"2609","1000","2","4.7","9","9"
"2608","1000","2","4.7","12","12"
"2610","1000","2","4.7","16","16"
"2616","1000","2","4.7","10","10"
"2613","1000","2","4.7","12","12"
"2611","1000","2","4.7","14","14"
"2614","1000","2","4.7","12","12"
"2617","1000","2","4.7","11","11"
"2615","1000","2","4.7","15","15"
"2612","1000","2","4.7","19","19"
"2618","1000","2","4.7","9","9"
"2620","1000","2","4.7","10","10"
"2619","1000","2","4.7","11","11"
"2621","1000","2","4.7","11","11"
"2625","1000","2","4.7","8","8"
"2624","1000","2","4.7","11","11"
"2623","1000","2","4.7","11","11"
"2622","1000","2","4.7","15","15"
"2628","1000","2","4.7","10","10"
"2627","1000","2","4.7","11","11"
"2626","1000","2","4.7","13","13"
"2629","1000","2","4.7","11","11"
"2631","1000","2","4.7","10","10"
"2630","1000","2","4.7","13","13"
"2632","1000","2","4.7","11","11"
"2633","1000","2","4.7","13","13"
"2636","1000","2","4.7","10","10"
"2634","1000","2","4.7","11","11"
"2635","1000","2","4.7","12","12"
"2637","1000","2","4.7","11","11"
"2639","1000","2","4.7","12","12"
"2643","1000","2","4.7","9","9"
"2638","1000","2","4.7","16","16"
"2640","1000","2","4.7","14","14"
"2642","1000","2","4.7","13","13"
"2644","1000","2","4.7","12","12"
"2645","1000","2","4.7","12","12"
"2641","1000","2","4.7","17","17"
"2648","1000","2","4.7","8","8"
"2646","1000","2","4.7","14","14"
"2647","1000","2","4.7","13","13"
"2649","1000","2","4.7","13","13"
"2652","1000","2","4.7","11","11"
"2653","1000","2","4.7","10","10"
"2650","1000","2","4.7","12","12"
"2651","1000","2","4.7","13","13"
"2654","1000","2","4.7","12","12"
"2655","1000","2","4.7","12","12"
"2659","1000","2","4.7","9","9"
"2660","1000","2","4.7","9","9"
"2656","1000","2","4.7","13","13"
"2658","1000","2","4.7","12","12"
"2657","1000","2","4.7","13","13"
"2661","1000","2","4.7","12","12"
"2662","1000","2","4.7","12","12"
"2664","1000","2","4.7","9","9"
"2665","1000","2","4.7","10","10"
"2663","1000","2","4.7","13","13"
"2667","1000","2","4.7","10","10"
"2668","1000","2","4.7","11","11"
"2666","1000","2","4.7","15","15"
"2669","1000","2","4.7","12","12"
"2670","1000","2","4.7","10","10"
"2671","1000","2","4.7","10","10"
"2672","1000","2","4.7","12","12"
"2674","1000","2","4.7","11","11"
"2676","1000","2","4.7","10","10"
"2673","1000","2","4.7","14","14"
"2675","1000","2","4.7","12","12"
"2678","1000","2","4.7","11","11"
"2677","1000","2","4.7","13","13"
"2679","1000","2","4.7","15","15"
"2681","1000","2","4.7","11","11"
"2682","1000","2","4.7","10","10"
"2680","1000","2","4.7","13","13"
"2683","1000","2","4.7","10","10"
"2686","1000","2","4.7","9","9"
"2685","1000","2","4.7","11","11"
"2684","1000","2","4.7","14","14"
"2688","1000","2","4.7","10","10"
"2689","1000","2","4.7","10","10"
"2691","1000","2","4.7","10","10"
"2687","1000","2","4.7","13","13"
"2693","1000","2","4.7","8","8"
"2694","1000","2","4.7","10","10"
"2690","1000","2","4.7","17","17"
"2692","1000","2","4.7","15","15"
"2696","1000","2","4.7","11","11"
"2697","1000","2","4.7","11","11"
"2695","1000","2","4.7","14","14"
"2698","1000","2","4.7","12","12"
"2699","1000","2","4.7","14","14"
"2701","1000","2","4.8","11","11"
"2702","1000","2","4.8","10","10"
"2704","1000","2","4.8","10","10"
"2705","1000","2","4.8","9","9"
"2706","1000","2","4.8","9","9"
"2703","1000","2","4.8","12","12"
"2700","1000","2","4.7","16","16"
"2707","1000","2","4.8","11","11"
"2708","1000","2","4.8","10","10"
"2710","1000","2","4.8","10","10"
"2709","1000","2","4.8","13","13"
"2713","1000","2","4.8","9","9"
"2712","1000","2","4.8","11","11"
"2711","1000","2","4.8","14","14"
"2714","1000","2","4.8","13","13"
"2716","1000","2","4.8","9","9"
"2715","1000","2","4.8","14","14"
"2718","1000","2","4.8","11","11"
"2719","1000","2","4.8","11","11"
"2717","1000","2","4.8","13","13"
"2720","1000","2","4.8","11","11"
"2723","1000","2","4.8","9","9"
"2722","1000","2","4.8","10","10"
"2721","1000","2","4.8","12","12"
"2726","1000","2","4.8","10","10"
"2724","1000","2","4.8","11","11"
"2725","1000","2","4.8","11","11"
"2729","1000","2","4.8","9","9"
"2728","1000","2","4.8","11","11"
"2730","1000","2","4.8","9","9"
"2727","1000","2","4.8","14","14"
"2731","1000","2","4.8","13","13"
"2732","1000","2","4.8","9","9"
"2734","1000","2","4.8","10","10"
"2733","1000","2","4.8","11","11"
"2735","1000","2","4.8","11","11"
"2738","1000","2","4.8","9","9"
"2736","1000","2","4.8","13","13"
"2739","1000","2","4.8","9","9"
"2737","1000","2","4.8","13","13"
"2740","1000","2","4.8","10","10"
"2741","1000","2","4.8","10","10"
"2742","1000","2","4.8","10","10"
"2743","1000","2","4.8","11","11"
"2746","1000","2","4.8","9","9"
"2744","1000","2","4.8","11","11"
"2745","1000","2","4.8","12","12"
"2748","1000","2","4.8","10","10"
"2747","1000","2","4.8","12","12"
"2750","1000","2","4.8","10","10"
"2751","1000","2","4.8","9","9"
"2749","1000","2","4.8","13","13"
"2753","1000","2","4.8","12","12"
"2752","1000","2","4.8","13","13"
"2754","1000","2","4.8","14","14"
"2755","1000","2","4.8","13","13"
"2756","1000","2","4.8","12","12"
"2758","1000","2","4.8","9","9"
"2759","1000","2","4.8","10","10"
"2760","1000","2","4.8","11","11"
"2763","1000","2","4.8","8","8"
"2757","1000","2","4.8","17","17"
"2761","1000","2","4.8","13","13"
"2764","1000","2","4.8","9","9"
"2762","1000","2","4.8","11","11"
"2766","1000","2","4.8","9","9"
"2765","1000","2","4.8","13","13"
"2767","1000","2","4.8","10","10"
"2772","1000","2","4.8","9","9"
"2768","1000","2","4.8","12","12"
"2769","1000","2","4.8","12","12"
"2770","1000","2","4.8","11","11"
"2773","1000","2","4.8","9","9"
"2774","1000","2","4.8","8","8"
"2771","1000","2","4.8","14","14"
"2775","1000","2","4.8","12","12"
"2777","1000","2","4.8","10","10"
"2779","1000","2","4.8","10","10"
"2778","1000","2","4.8","11","11"
"2776","1000","2","4.8","12","12"
"2780","1000","2","4.8","12","12"
"2782","1000","2","4.8","11","11"
"2781","1000","2","4.8","13","13"
"2785","1000","2","4.8","10","10"
"2787","1000","2","4.8","10","10"
"2784","1000","2","4.8","12","12"
"2783","1000","2","4.8","14","14"
"2788","1000","2","4.8","13","13"
"2786","1000","2","4.8","15","15"
"2789","1000","2","4.8","11","11"
"2790","1000","2","4.8","12","12"
"2793","1000","2","4.8","9","9"
"2791","1000","2","4.8","11","11"
"2794","1000","2","4.8","10","10"
"2792","1000","2","4.8","11","11"
"2797","1000","2","4.8","9","9"
"2798","1000","2","4.8","11","11"
"2799","1000","2","4.8","9","9"
"2795","1000","2","4.8","15","15"
"2796","1000","2","4.8","15","15"
"2802","1000","2","4.9","11","11"
"2801","1000","2","4.9","13","13"
"2800","1000","2","4.8","16","16"
"2803","1000","2","4.9","12","12"
"2804","1000","2","4.9","12","12"
"2807","1000","2","4.9","10","10"
"2806","1000","2","4.9","11","11"
"2805","1000","2","4.9","16","16"
"2808","1000","2","4.9","12","12"
"2809","1000","2","4.9","11","11"
"2810","1000","2","4.9","10","10"
"2814","1000","2","4.9","10","10"
"2812","1000","2","4.9","12","12"
"2813","1000","2","4.9","12","12"
"2815","1000","2","4.9","10","10"
"2811","1000","2","4.9","17","17"
"2816","1000","2","4.9","11","11"
"2817","1000","2","4.9","11","11"
"2818","1000","2","4.9","12","12"
"2820","1000","2","4.9","9","9"
"2821","1000","2","4.9","9","9"
"2819","1000","2","4.9","11","11"
"2823","1000","2","4.9","8","8"
"2822","1000","2","4.9","11","11"
"2826","1000","2","4.9","8","8"
"2824","1000","2","4.9","13","13"
"2825","1000","2","4.9","12","12"
"2829","1000","2","4.9","9","9"
"2828","1000","2","4.9","10","10"
"2827","1000","2","4.9","11","11"
"2830","1000","2","4.9","9","9"
"2832","1000","2","4.9","8","8"
"2831","1000","2","4.9","10","10"
"2834","1000","2","4.9","8","8"
"2837","1000","2","4.9","9","9"
"2833","1000","2","4.9","13","13"
"2836","1000","2","4.9","12","12"
"2838","1000","2","4.9","12","12"
"2835","1000","2","4.9","17","17"
"2839","1000","2","4.9","13","13"
"2840","1000","2","4.9","13","13"
"2841","1000","2","4.9","12","12"
"2842","1000","2","4.9","10","10"
"2844","1000","2","4.9","10","10"
"2843","1000","2","4.9","12","12"
"2845","1000","2","4.9","9","9"
"2846","1000","2","4.9","10","10"
"2849","1000","2","4.9","9","9"
"2848","1000","2","4.9","12","12"
"2847","1000","2","4.9","13","13"
"2850","1000","2","4.9","11","11"
"2851","1000","2","4.9","10","10"
"2853","1000","2","4.9","10","10"
"2852","1000","2","4.9","11","11"
"2854","1000","2","4.9","9","9"
"2855","1000","2","4.9","10","10"
"2856","1000","2","4.9","11","11"
"2857","1000","2","4.9","11","11"
"2858","1000","2","4.9","12","12"
"2861","1000","2","4.9","10","10"
"2859","1000","2","4.9","13","13"
"2862","1000","2","4.9","13","13"
"2860","1000","2","4.9","14","14"
"2863","1000","2","4.9","13","13"
"2864","1000","2","4.9","14","14"
"2866","1000","2","4.9","12","12"
"2865","1000","2","4.9","13","13"
"2867","1000","2","4.9","10","10"
"2868","1000","2","4.9","11","11"
"2869","1000","2","4.9","9","9"
"2870","1000","2","4.9","10","10"
"2875","1000","2","4.9","8","8"
"2871","1000","2","4.9","11","11"
"2874","1000","2","4.9","11","11"
"2872","1000","2","4.9","12","12"
"2876","1000","2","4.9","9","9"
"2873","1000","2","4.9","13","13"
"2877","1000","2","4.9","10","10"
"2878","1000","2","4.9","11","11"
"2879","1000","2","4.9","10","10"
"2882","1000","2","4.9","10","10"
"2880","1000","2","4.9","14","14"
"2883","1000","2","4.9","10","10"
"2885","1000","2","4.9","10","10"
"2884","1000","2","4.9","11","11"
"2887","1000","2","4.9","7","7"
"2886","1000","2","4.9","9","9"
"2888","1000","2","4.9","9","9"
"2881","1000","2","4.9","20","20"
"2890","1000","2","4.9","11","11"
"2889","1000","2","4.9","11","11"
"2891","1000","2","4.9","11","11"
"2893","1000","2","4.9","13","13"
"2894","1000","2","4.9","12","12"
"2896","1000","2","4.9","10","10"
"2892","1000","2","4.9","18","18"
"2897","1000","2","4.9","10","10"
"2899","1000","2","4.9","9","9"
"2895","1000","2","4.9","13","13"
"2898","1000","2","4.9","13","13"
"2901","1000","2","5","8","8"
"2900","1000","2","4.9","12","12"
"2902","1000","2","5","8","8"
"2906","1000","2","5","8","8"
"2903","1000","2","5","10","10"
"2904","1000","2","5","10","10"
"2905","1000","2","5","11","11"
"2907","1000","2","5","10","10"
"2910","1000","2","5","8","8"
"2908","1000","2","5","11","11"
"2909","1000","2","5","9","9"
"2912","1000","2","5","11","11"
"2913","1000","2","5","11","11"
"2911","1000","2","5","13","13"
"2914","1000","2","5","12","12"
"2915","1000","2","5","12","12"
"2916","1000","2","5","10","10"
"2917","1000","2","5","10","10"
"2918","1000","2","5","10","10"
"2919","1000","2","5","9","9"
"2920","1000","2","5","10","10"
"2921","1000","2","5","10","10"
"2923","1000","2","5","10","10"
"2926","1000","2","5","10","10"
"2924","1000","2","5","11","11"
"2922","1000","2","5","13","13"
"2927","1000","2","5","9","9"
"2925","1000","2","5","12","12"
"2929","1000","2","5","11","11"
"2930","1000","2","5","8","8"
"2928","1000","2","5","13","13"
"2933","1000","2","5","9","9"
"2932","1000","2","5","11","11"
"2935","1000","2","5","9","9"
"2931","1000","2","5","12","12"
"2934","1000","2","5","14","14"
"2937","1000","2","5","10","10"
"2936","1000","2","5","11","11"
"2938","1000","2","5","11","11"
"2939","1000","2","5","10","10"
"2940","1000","2","5","9","9"
"2941","1000","2","5","9","9"
"2944","1000","2","5","9","9"
"2943","1000","2","5","11","11"
"2946","1000","2","5","9","9"
"2942","1000","2","5","16","16"
"2947","1000","2","5","10","10"
"2948","1000","2","5","10","10"
"2945","1000","2","5","13","13"
"2949","1000","2","5","12","12"
"2951","1000","2","5","10","10"
"2952","1000","2","5","10","10"
"2955","1000","2","5","10","10"
"2953","1000","2","5","11","11"
"2956","1000","2","5","10","10"
"2954","1000","2","5","11","11"
"2950","1000","2","5","16","16"
"2958","1000","2","5","9","9"
"2959","1000","2","5","10","10"
"2957","1000","2","5","15","15"
"2961","1000","2","5","11","11"
"2960","1000","2","5","12","12"
"2962","1000","2","5","12","12"
"2964","1000","2","5","12","12"
"2967","1000","2","5","8","8"
"2965","1000","2","5","11","11"
"2963","1000","2","5","17","17"
"2966","1000","2","5","10","10"
"2969","1000","2","5","9","9"
"2971","1000","2","5","10","10"
"2970","1000","2","5","12","12"
"2972","1000","2","5","9","9"
"2968","1000","2","5","16","16"
"2973","1000","2","5","10","10"
"2974","1000","2","5","10","10"
"2975","1000","2","5","11","11"
"2976","1000","2","5","11","11"
"2977","1000","2","5","9","9"
"2978","1000","2","5","11","11"
"2982","1000","2","5","10","10"
"2979","1000","2","5","12","12"
"2980","1000","2","5","11","11"
"2983","1000","2","5","11","11"
"2984","1000","2","5","10","10"
"2981","1000","2","5","14","14"
"2985","1000","2","5","11","11"
"2986","1000","2","5","10","10"
"2989","1000","2","5","9","9"
"2988","1000","2","5","9","9"
"2987","1000","2","5","10","10"
"2992","1000","2","5","8","8"
"2990","1000","2","5","10","10"
"2991","1000","2","5","13","13"
"2994","1000","2","5","10","10"
"2993","1000","2","5","11","11"
"2997","1000","2","5","8","8"
"2995","1000","2","5","11","11"
"2998","1000","2","5","10","10"
"2996","1000","2","5","12","12"
"3000","1000","2","5","9","9"
"2999","1000","2","5","9","9"
