"BehaviorSpace results (NetLogo 6.2.0)"
"business-investor-model-senseRange.nlogo"
"experiment"
"06/19/2021 09:16:33:852 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-9","9","-9","9"
"[run number]","sensing-radius","[step]","mean [wealth] of turtles","standard-deviation [wealth] of turtles","ticks"
"45","10","28","388315.2967999999","194818.8919398702","28"
"42","10","29","335919.13840000005","146441.54329198858","29"
"48","10","16","214903.5684","98526.6774752731","16"
"46","10","23","296498.52119999996","102424.3288766178","23"
"44","10","31","363994.9428","171156.4777219803","31"
"43","10","32","405204.46080000006","251035.3588342224","32"
"47","10","12","195156.48239999998","89325.4633793499","12"
"45","10","29","402973.4287999999","193305.037459967","29"
"48","10","17","230164.44279999996","99500.95081018047","17"
"46","10","24","310548.92679999996","102228.5821317979","24"
"42","10","30","330388.3647999999","156259.08938228144","30"
"44","10","32","365864.3896000001","186429.00628294548","32"
"47","10","13","212452.67119999998","88365.58095865174","13"
"45","10","30","417631.5607999999","192298.9463840711","30"
"41","10","16","219460.25200000007","94258.91885062557","16"
"48","10","18","245262.25519999999","100189.62687224585","18"
"42","10","31","344938.72919999994","152614.43605977757","31"
"46","10","25","314515.3303999999","120898.59367167574","25"
"47","10","14","229511.2964","88792.59630583233","14"
"45","10","31","432289.69279999984","191808.60897194533","31"
"41","10","17","236637.26199999996","94414.66256254073","17"
"42","10","32","355815.25199999986","157075.25639613564","32"
"44","10","33","380513.08040000015","184975.25304706694","33"
"48","10","19","260243.42840000003","101655.47445519993","19"
"46","10","26","312206.33719999995","135778.59275613303","26"
"47","10","15","246453.5064","90154.10570481684","15"
"41","10","18","244743.34440000006","107555.70887028982","18"
"45","10","32","425514.4963999998","210517.27081514767","32"
"42","10","33","369722.94159999996","153356.8307576088","33"
"44","10","34","395175.7564000001","183678.35925511073","34"
"41","10","19","261570.9688","106365.41281468219","19"
"48","10","20","274629.9191999999","103790.17007981605","20"
"47","10","16","262621.514","92885.91799971471","16"
"46","10","27","326111.39439999993","133398.15796804044","27"
"43","10","33","417312.9724","257417.15170912872","33"
"45","10","33","440172.62839999975","209683.9234196848","33"
"42","10","34","384025.65919999994","149924.58694053508","34"
"41","10","20","278431.364","105475.94735799578","20"
"47","10","17","267563.004","111478.50487759568","17"
"48","10","21","289124.9903999999","106237.30996932273","21"
"44","10","35","409749.3632000001","182144.15170032944","35"
"45","10","34","454593.3952","209007.58146942584","34"
"41","10","21","284000.05039999995","120378.79761930078","21"
"42","10","35","374459.59479999996","161075.6801813736","35"
"47","10","18","274171.196","124466.82205442258","18"
"48","10","22","292002.25759999995","124873.77677041532","22"
"41","10","22","292286.12720000005","133299.25978326614","22"
"42","10","36","388762.3123999999","158210.1056507045","36"
"47","10","19","271692.4968","128899.8008517761","19"
"48","10","23","306497.3288","126939.43860824908","23"
"44","10","36","424062.5624000001","180818.72935675128","36"
"42","10","37","402695.1491999999","155584.62668662536","37"
"41","10","23","288123.87519999995","138155.05394015452","23"
"47","10","20","287450.23","125828.42605559902","20"
"48","10","24","320134.4392","127753.65894452952","24"
"46","10","28","326944.44639999996","146282.08120489313","28"
"45","10","35","469090.2875999999","208823.5266206131","35"
"41","10","24","295524.0784","149485.54630018046","24"
"42","10","38","415828.68279999995","153159.75064356648","38"
"47","10","21","303055.988","122674.48975057018","21"
"48","10","25","333771.54959999997","128979.12922832009","25"
"44","10","37","437996.3084000001","180409.96683269844","37"
"46","10","29","340034.28839999996","142351.67982227606","29"
"42","10","39","429079.6851999999","151082.59495266265","39"
"43","10","34","428654.26080000005","264048.8367368571","34"
"41","10","25","311797.75","149070.7202816027","25"
"48","10","26","346924.5719999999","130989.64058440822","26"
"47","10","22","318282.4039999999","120338.15180615388","22"
"41","10","26","312213.78040000005","160213.9050037741","26"
"42","10","40","409737.32759999996","153642.1316584971","40"
"41","10","27","329143.1388","159022.76899298004","27"
"47","10","23","332961.898","116025.7148122942","23"
"48","10","27","345152.42279999994","151496.91354917374","27"
"46","10","30","353124.13039999997","138853.30756402435","30"
"42","10","41","410879.4547999999","171896.8944619275","41"
"41","10","28","346072.4971999999","158015.57451513907","28"
"47","10","24","347275.31879999995","112779.79927702204","24"
"48","10","28","358305.4451999999","152006.1596199603","28"
"44","10","38","451930.05440000014","180178.62249841768","38"
"45","10","36","466868.6495999999","229620.8860088434","36"
"41","10","29","357178.3084","167917.007885759","29"
"46","10","31","365439.25840000005","135999.55533663163","31"
"42","10","42","423330.70199999993","168033.64338631462","42"
"47","10","25","351818.9884","128764.33606644598","25"
"48","10","29","371458.46760000003","152864.64981890356","29"
"41","10","30","373758.2812","166721.29930596208","30"
"44","10","39","465863.8004000001","180125.3799572563","39"
"45","10","37","481475.9184","229044.71091632146","37"
"46","10","32","377972.7304","132352.16719086695","32"
"42","10","43","436117.31639999995","164221.25725349505","43"
"47","10","26","352517.6468","146982.65000742796","26"
"48","10","30","384611.49","154066.54607820392","30"
"41","10","31","390338.25399999984","165715.8336853093","31"
"42","10","44","448903.9308","160793.09295369903","44"
"44","10","40","479015.13680000015","179694.6785581926","40"
"46","10","33","390287.85839999997","129488.56806218345","33"
"47","10","27","367157.0212000001","141428.31878416866","27"
"48","10","31","397764.51239999995","155603.89111793693","31"
"45","10","38","495120.39839999983","229562.39458139395","38"
"41","10","32","406918.22680000006","164904.09095153693","32"
"42","10","45","439853.8684","181695.39286948455","45"
"44","10","41","492183.0428000001","179478.63933215593","41"
"46","10","34","402602.9863999999","127151.53677469505","34"
"47","10","28","381796.39560000005","136358.77610264803","28"
"48","10","32","383368.57959999994","186700.48092343588","32"
"42","10","46","451617.1127999999","177742.21070500527","46"
"41","10","33","406274.4392","184804.45597422452","33"
"45","10","39","491067.5987999998","251809.1792961068","39"
"44","10","42","505350.94880000013","179443.21281534937","42"
"46","10","35","413756.2368","125316.8619536478","35"
"47","10","29","359347.7040000001","174772.4332324491","29"
"42","10","47","463366.0243999998","174548.25963976982","47"
"48","10","33","396336.90839999996","187414.19252207034","33"
"41","10","34","423141.85799999995","184027.35779764835","34"
"46","10","36","424909.4872","123957.86926117771","36"
"45","10","40","504716.7623999999","251358.75944639748","40"
"47","10","30","374199.2632000001","169202.98311948142","30"
"44","10","43","518055.70280000026","179518.73478962074","43"
"42","10","48","475123.4016","171690.4003178663","48"
"48","10","34","409489.9308","188404.57198432367","34"
"41","10","35","439582.0999999999","183070.7314185014","35"
"46","10","37","420940.64959999995","150651.08232928027","37"
"47","10","31","389118.6712","162679.79010728715","31"
"45","10","41","518365.92599999986","251300.25808617278","41"
"44","10","44","530815.0608000001","179712.73975897903","44"
"42","10","49","486880.7788","169182.20676054977","49"
"48","10","35","422642.9532","189672.49875734988","35"
"41","10","36","424669.3236","190692.19146867917","36"
"43","10","35","439995.5492","270837.6968775237","35"
"46","10","38","433077.4603999999","147956.52709863163","38"
"47","10","32","404197.08119999996","156857.73458448803","32"
"45","10","42","532015.0895999998","251633.94856222035","42"
"49","10","0","0","0","0"
"48","10","36","435795.97559999995","191212.45168524393","36"
"41","10","37","440397.86360000004","189848.5676145362","37"
"44","10","45","543574.4188","180108.00438393798","45"
"46","10","39","445214.2712000001","145746.7732369012","39"
"47","10","33","419275.49120000005","151504.85009840215","33"
"45","10","43","545664.2531999998","252358.27510692674","43"
"49","10","1","18530.578","5018.909219759974","1"
"43","10","36","444956.42440000013","286451.1359553542","36"
"48","10","37","448948.998","193017.91996721624","37"
"44","10","46","556333.7768000002","180703.20798182976","46"
"41","10","38","456493.53800000006","188328.5666373059","38"
"46","10","40","457351.08200000005","144044.13421109982","40"
"47","10","34","417017.70840000006","171152.48372368765","34"
"49","10","2","35386.518800000005","12180.593790891422","2"
"45","10","44","558936.7015999998","251620.4350037501","44"
"48","10","38","461457.65359999985","195459.35523271761","38"
"44","10","47","569093.1348000001","181496.38350930848","47"
"41","10","39","471636.1192","186398.2699284252","39"
"47","10","35","424170.00359999994","180656.92361844875","35"
"49","10","3","51983.095199999996","19200.321446669874","3"
"43","10","37","449104.31120000005","302217.0811357887","37"
"46","10","41","464440.71839999995","157027.46936208956","41"
"45","10","45","572969.5911999998","250410.09725599835","45"
"48","10","39","473633.49399999983","197946.11282002126","39"
"44","10","48","581852.4928000002","182484.94951437847","48"
"41","10","40","487052.2596","184799.0195197523","40"
"49","10","4","70649.2696","22896.612021079574","4"
"47","10","36","438806.62","174384.2926466247","36"
"46","10","42","454829.24199999985","185228.31948397143","42"
"45","10","46","573879.2035999997","271483.1170388141","46"
"43","10","38","461212.82280000014","308336.9687969877","38"
"48","10","40","485809.33439999976","200677.18749482484","40"
"49","10","5","89269.994","26996.71489759433","5"
"41","10","41","502468.40000000014","183423.05284137142","41"
"44","10","49","594457.8456000002","183908.69769026525","49"
"47","10","37","453120.04079999996","168950.25814707874","37"
"46","10","43","467500.4287999998","181524.44192597867","43"
"50","10","0","0","0","0"
"43","10","39","473321.3344000001","314612.7830989303","39"
"45","10","47","587912.0931999999","270529.4289426277","47"
"49","10","6","100212.86159999999","42173.49816725662","6"
"48","10","41","482127.5208","226078.9247675873","41"
"41","10","42","510262.38599999994","198623.36734759927","42"
"47","10","38","467037.2144","163600.52242445762","38"
"50","10","1","15422.909200000004","4976.396620222072","1"
"46","10","44","477984.2655999999","179301.0796002648","44"
"49","10","7","117563.83039999998","44015.23604159856","7"
"48","10","42","480200.1027999999","247924.01306052288","42"
"41","10","43","525404.9672","196546.4530776593","43"
"45","10","48","601623.7999999998","269165.57828066044","48"
"47","10","39","473210.7108","175968.5158524133","39"
"50","10","2","29704.218000000004","10041.348293502057","2"
"46","10","45","489961.5655999998","175468.6839832829","45"
"43","10","40","485429.846","321035.37969709176","40"
"49","10","8","135115.52400000003","46043.621482631286","8"
"48","10","43","493799.68599999987","249114.23427953292","43"
"41","10","44","540547.5483999999","194699.28867806605","44"
"45","10","49","615335.5067999999","268231.2950864128","49"
"47","10","40","486770.48400000005","170160.43029158053","40"
"50","10","3","45489.512","12296.24729516659","3"
"46","10","46","501938.8655999998","172018.0993310694","46"
"49","10","9","152322.39879999997","48661.90634299357","9"
"43","10","41","497538.35760000005","327596.12560425466","41"
"48","10","44","507399.26920000004","250525.0007401712","44"
"41","10","45","526855.7912","219423.60292952775","45"
"47","10","41","499804.7188000001","164221.93748536165","41"
"50","10","4","52776.1636","24201.95700958738","4"
"49","10","10","163280.8028","62206.09712133165","10"
"46","10","47","513509.15919999994","169098.06698453904","47"
"43","10","42","509646.8692","334286.8869253513","42"
"48","10","45","520998.8523999998","252152.61068961516","45"
"47","10","42","512934.84160000004","158717.75076697144","42"
"50","10","5","60737.085199999994","27207.857658266534","5"
"41","10","46","520931.9828000001","243288.80208112672","46"
"49","10","11","157685.09240000002","88497.99149985267","11"
"46","10","48","524315.3271999999","167081.7039216863","48"
"50","10","6","74123.45439999999","27352.176923224368","6"
"48","10","46","534598.4355999999","253992.89550271968","46"
"47","10","43","506798.7111999999","186268.3729328104","43"
"41","10","47","535867.3863999998","241691.21985725375","47"
"49","10","12","173889.80439999996","91451.22863000959","12"
"43","10","43","521545.6224","340410.5394869312","43"
"46","10","49","509613.6035999999","195415.97199852703","49"
"50","10","7","86208.5148","30235.096069216917","7"
"47","10","44","519426.69279999996","181946.25916189898","44"
"41","10","48","550594.8616000003","240752.90789025655","48"
"49","10","13","180509.83879999994","104464.04188860142","13"
"48","10","47","548198.0187999998","256041.2694482345","47"
"43","10","44","532677.1524000001","346980.82780551905","44"
"50","10","8","99904.912","30944.87546370481","8"
"47","10","45","532054.6744","178100.4318678169","45"
"41","10","49","564801.3336000002","240335.89893988945","49"
"49","10","14","197023.33520000003","106577.11580787407","14"
"48","10","48","560632.6799999998","258325.2377501085","48"
"50","10","9","103090.38080000001","42132.45183557958","9"
"43","10","45","543808.6824","353682.5184781611","45"
"47","10","46","544682.656","174762.33742004717","46"
"49","10","15","213536.8316","109009.02984598729","15"
"50","10","10","117546.06920000001","41201.635283324205","10"
"48","10","49","573256.6608","259497.00030618111","49"
"49","10","16","229206.4652","111015.60289197724","16"
"43","10","46","554472.3624","360502.971550048","46"
"47","10","47","555576.6847999999","173510.2207472796","47"
"43","10","47","565603.8924000001","367338.3822754062","47"
"47","10","48","567802.2324","169859.75702564252","48"
"50","10","11","132001.75759999998","40735.685192733785","11"
"49","10","17","244052.3844","113194.29412200135","17"
"47","10","49","580027.7799999999","166773.3398697172","49"
"50","10","12","146068.79999999996","41041.9462249736","12"
"43","10","48","576163.7232","374780.3742198748","48"
"49","10","18","259035.15240000002","115707.47325477445","18"
"50","10","13","150156.71680000002","49089.14208482545","13"
"49","10","19","274017.92039999994","118582.94726820233","19"
"43","10","49","587062.7472","381967.6738512186","49"
"50","10","14","163902.60399999996","48912.39410342392","14"
"49","10","20","277037.1764","134761.88538365962","20"
"50","10","15","177095.99520000003","49196.449477917624","15"
"49","10","21","292206.9696000002","136893.280619364","21"
"50","10","16","178571.02199999997","58942.24653292371","16"
"49","10","22","296337.20759999997","151942.7360253045","22"
"50","10","17","191603.202","58892.42810582208","17"
"49","10","23","311257.6000000001","154116.1204348562","23"
"50","10","18","204857.4532","59345.41071655719","18"
"49","10","24","326287.6264","156408.76510439996","24"
"50","10","19","217820.05120000005","60223.03773206915","19"
"49","10","25","340889.5764000001","159684.7346854837","25"
"50","10","20","221574.37279999992","76750.26434487077","20"
"49","10","26","355406.8752","162912.11404171155","26"
"50","10","21","234353.67759999997","76869.80422763256","21"
"49","10","27","369771.7108000001","166652.9899080974","27"
"50","10","22","246805.8863999999","77267.92680927353","22"
"49","10","28","384136.54639999993","170652.75095337525","28"
"50","10","23","258697.15799999997","78125.47447446869","23"
"49","10","29","398501.3820000001","174893.63621778387","29"
"50","10","24","270357.5644","79422.27980680537","24"
"49","10","30","410973.22960000014","179665.82193920607","30"
"50","10","25","281828.0584","81126.5972655872","25"
"49","10","31","424039.82480000006","184161.518131278","31"
"50","10","26","281772.94000000006","101799.44787999008","26"
"49","10","32","436674.20640000014","189177.08364861752","32"
"50","10","27","282747.0228","118369.08642610382","27"
"49","10","33","440470.21880000003","209512.29128903145","33"
"50","10","28","295104.5564","118938.01950225564","28"
"49","10","34","452401.24360000016","214361.51024521442","34"
"50","10","29","307554.2955999999","117027.45911722448","29"
"49","10","35","464711.1848000001","219266.3942978418","35"
"50","10","30","300905.90280000004","127139.28024513595","30"
"49","10","36","477021.12600000016","224379.5960623218","36"
"50","10","31","313355.64200000005","125329.42133355727","31"
"49","10","37","489185.3524000001","229816.74681513355","37"
"50","10","32","293537.9147999999","150640.0157474382","32"
"49","10","38","501349.5788000001","235425.13617868818","38"
"50","10","33","306222.138","147484.85434480425","33"
"49","10","39","512967.23640000017","241391.03300436484","39"
"50","10","34","318846.11079999997","144489.13727237997","34"
"49","10","40","518994.1424","257926.5254266958","40"
"50","10","35","331470.0836","141662.80496322605","35"
"49","10","41","530118.7944000001","263909.9124835969","41"
"50","10","36","325689.8428","153553.16908652429","36"
"49","10","42","540554.7320000002","270053.0653711009","42"
"50","10","37","337684.86079999997","150935.0324015889","37"
"49","10","43","530006.5168000001","297293.92299007793","43"
"50","10","38","349592.1836","148683.27371889172","38"
"49","10","44","541974.9776000001","302081.2938932758","44"
"50","10","39","359257.8916","151813.6527043913","39"
"49","10","45","553943.4384000002","307049.9234513751","45"
"50","10","40","353764.11040000006","166510.44582842026","40"
"49","10","46","565898.2360000003","312160.3936181426","46"
"50","10","41","365671.4332","165075.38212333343","41"
"49","10","47","559123.4036","334126.34796746157","47"
"50","10","42","377331.8396","164013.1181239531","42"
"49","10","48","571176.1384","335620.59187580773","48"
"50","10","43","388802.3335999999","163286.1475991758","43"
"49","10","49","583144.5992000002","337467.316991302","49"
"50","10","44","400272.82760000014","162749.9737916676","44"
"50","10","45","411743.32159999997","162406.4864190091","45"
"50","10","46","423213.8156","162256.90919994045","46"
"50","10","47","434260.33280000003","162702.323032453","47"
"50","10","48","445730.8268","162588.53733037962","48"
"50","10","49","457201.32080000004","162668.81665727592","49"
