"BehaviorSpace results (NetLogo 6.2.0)"
"Flocking.nlogo"
"Baseline"
"05/02/2021 07:27:38:632 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-35","35","-35","35"
"[run number]","max-cohere-turn","max-separate-turn","vision","minimum-separation","population","max-align-turn","[step]","count turtles with [any? flockmates]","mean [count flockmates] of turtles","mean [min [distance myself] of other turtles] of turtles","standard-deviation [heading] of turtles"
"4","3","1.5","3","1","300","5","178","283","4.24","1.4442840837365831","113.16164436385829"
"3","3","1.5","3","1","300","5","177","291","5.986666666666666","1.2052722625592884","33.883214998781405"
"8","3","1.5","3","1","300","5","180","287","4.766666666666667","1.3465072571134227","142.20875987713163"
"6","3","1.5","3","1","300","5","177","286","5.48","1.291288080583727","72.75203587418537"
"5","3","1.5","3","1","300","5","180","289","4.733333333333333","1.3898512766728888","82.31234741183145"
"2","3","1.5","3","1","300","5","181","292","7.406666666666666","1.1303191747431809","72.84619517850554"
"1","3","1.5","3","1","300","5","181","293","5.66","1.2275088888419983","47.06328422819965"
"7","3","1.5","3","1","300","5","179","291","6.373333333333333","1.2492529090655817","67.01896528486978"
"4","3","1.5","3","1","300","5","179","286","4.166666666666667","1.4194989623500696","110.844261527921"
"3","3","1.5","3","1","300","5","178","290","6.06","1.1853745457546017","31.02033047005502"
"8","3","1.5","3","1","300","5","181","288","4.826666666666667","1.3387933340865823","140.68631053777983"
"6","3","1.5","3","1","300","5","178","287","5.326666666666667","1.302249845695846","72.79792056850164"
"5","3","1.5","3","1","300","5","181","291","4.8933333333333335","1.3359776871363866","82.66744001070504"
"2","3","1.5","3","1","300","5","182","293","7.366666666666666","1.1166585278885974","78.36594035588608"
"1","3","1.5","3","1","300","5","182","293","5.533333333333333","1.2370492790410976","46.13328593637412"
"7","3","1.5","3","1","300","5","180","291","5.946666666666666","1.2695602434637818","66.57585215923493"
"8","3","1.5","3","1","300","5","182","287","4.913333333333333","1.3131768192275135","141.47951420784202"
"4","3","1.5","3","1","300","5","180","289","4.213333333333333","1.3912594705092458","112.7499178181562"
"3","3","1.5","3","1","300","5","179","291","6.1866666666666665","1.1817553347186878","30.47535388731127"
"6","3","1.5","3","1","300","5","179","289","5.22","1.270920210842287","72.65562837389457"
"5","3","1.5","3","1","300","5","182","288","5.166666666666667","1.28390493469265","82.87633788139071"
"2","3","1.5","3","1","300","5","183","294","7.42","1.1149122576957373","78.20413339955708"
"1","3","1.5","3","1","300","5","183","294","5.526666666666666","1.2336397074013032","45.7686526324372"
"8","3","1.5","3","1","300","5","183","287","4.94","1.3107607037107922","141.76939569208037"
"4","3","1.5","3","1","300","5","181","286","4.326666666666667","1.37866077040351","111.25468287739997"
"7","3","1.5","3","1","300","5","181","291","5.68","1.2802987794898568","66.53157768569926"
"3","3","1.5","3","1","300","5","180","291","6.193333333333333","1.1772653977944154","29.94532605658889"
"5","3","1.5","3","1","300","5","183","287","5.573333333333333","1.2825685393570811","83.15727558104729"
"1","3","1.5","3","1","300","5","184","293","5.58","1.2156966188187628","45.31414316731271"
"2","3","1.5","3","1","300","5","184","294","7.586666666666667","1.1001407841504556","77.97012612686855"
"6","3","1.5","3","1","300","5","180","288","5.493333333333333","1.2425949203932287","72.37550033593104"
"8","3","1.5","3","1","300","5","184","288","5.166666666666667","1.2471328719456662","142.6061962057702"
"4","3","1.5","3","1","300","5","182","289","4.36","1.3562608855905791","113.48123325491781"
"7","3","1.5","3","1","300","5","182","292","5.333333333333333","1.3255605125342975","66.29120364578606"
"3","3","1.5","3","1","300","5","181","291","6.16","1.1849550541116582","29.471888064411626"
"1","3","1.5","3","1","300","5","185","293","5.6866666666666665","1.2129308580951277","45.18531238549025"
"5","3","1.5","3","1","300","5","184","287","5.82","1.2757490962676203","82.50654837270562"
"2","3","1.5","3","1","300","5","185","294","7.666666666666667","1.0986459708375287","77.64660416274178"
"6","3","1.5","3","1","300","5","181","288","5.74","1.2310655853285342","72.47225557925091"
"8","3","1.5","3","1","300","5","185","290","5.373333333333333","1.2006948384049365","142.35166778581575"
"4","3","1.5","3","1","300","5","183","289","4.546666666666667","1.3429456403232232","113.5882205231232"
"3","3","1.5","3","1","300","5","182","291","6.126666666666667","1.2032476325604997","29.10623164106084"
"7","3","1.5","3","1","300","5","183","291","5.273333333333333","1.345210707905713","65.81091196190164"
"1","3","1.5","3","1","300","5","186","295","5.706666666666667","1.2178292069870857","44.75394296453312"
"5","3","1.5","3","1","300","5","185","286","5.806666666666667","1.28431147397425","82.32704554872227"
"2","3","1.5","3","1","300","5","186","292","7.786666666666667","1.1020081208469958","82.73011606021849"
"8","3","1.5","3","1","300","5","186","291","5.493333333333333","1.2086911246988077","142.86867199593547"
"6","3","1.5","3","1","300","5","182","289","5.92","1.2136215667267791","72.11745176335569"
"4","3","1.5","3","1","300","5","184","291","4.773333333333333","1.3495706035979207","111.31444364323019"
"3","3","1.5","3","1","300","5","183","291","6.193333333333333","1.1798998652065464","28.547327159960165"
"7","3","1.5","3","1","300","5","184","289","5.1466666666666665","1.3871653169336826","65.295357352642"
"1","3","1.5","3","1","300","5","187","294","5.68","1.205180843768203","44.361424115641846"
"5","3","1.5","3","1","300","5","186","288","5.753333333333333","1.2512337837966274","81.44362316018315"
"2","3","1.5","3","1","300","5","187","291","7.76","1.0942796459796875","79.01543468678547"
"8","3","1.5","3","1","300","5","187","293","5.373333333333333","1.1959987667103713","142.77459662058143"
"6","3","1.5","3","1","300","5","183","292","5.94","1.1922057818025384","71.7282125709798"
"4","3","1.5","3","1","300","5","185","291","5.033333333333333","1.3196877782842444","108.71526188477392"
"3","3","1.5","3","1","300","5","184","290","6.32","1.1620735197959853","28.38015651780185"
"7","3","1.5","3","1","300","5","185","287","4.993333333333333","1.3998183650601685","64.60976452089021"
"1","3","1.5","3","1","300","5","188","293","5.7","1.204750902066468","44.06283628106779"
"5","3","1.5","3","1","300","5","187","289","5.553333333333334","1.2408079368826472","80.46491985484612"
"2","3","1.5","3","1","300","5","188","293","7.746666666666667","1.116603812281557","74.97394175634344"
"6","3","1.5","3","1","300","5","184","291","5.88","1.1853307598848692","71.05439307432846"
"8","3","1.5","3","1","300","5","188","294","5.173333333333333","1.2205849466201093","141.56748738443284"
"4","3","1.5","3","1","300","5","186","283","5.18","1.3434553610887445","110.19970855660995"
"3","3","1.5","3","1","300","5","185","292","6.486666666666666","1.14721862700342","28.147664379558872"
"7","3","1.5","3","1","300","5","186","288","4.84","1.4228716573786484","63.96794834409474"
"1","3","1.5","3","1","300","5","189","292","5.766666666666667","1.2316421334246885","43.77010448031394"
"5","3","1.5","3","1","300","5","188","289","5.66","1.2399152630785961","81.18499290388372"
"2","3","1.5","3","1","300","5","189","293","7.733333333333333","1.153036030585159","81.90088524074677"
"8","3","1.5","3","1","300","5","189","295","5.113333333333333","1.234054548255922","143.88230576971833"
"6","3","1.5","3","1","300","5","185","291","5.653333333333333","1.178633034096929","70.71402582090202"
"4","3","1.5","3","1","300","5","187","285","5.3133333333333335","1.357873967378277","109.00620266679329"
"3","3","1.5","3","1","300","5","186","293","6.586666666666667","1.1472160483239129","28.149074851313088"
"7","3","1.5","3","1","300","5","187","288","4.773333333333333","1.4047525760235442","63.72515093238847"
"1","3","1.5","3","1","300","5","190","293","5.806666666666667","1.2241282717454214","43.20749388504971"
"5","3","1.5","3","1","300","5","189","288","5.58","1.246696551953465","81.37375030674816"
"8","3","1.5","3","1","300","5","190","293","4.973333333333334","1.2195371061461455","143.11196039653217"
"2","3","1.5","3","1","300","5","190","293","7.7","1.1547015462076144","76.65244270686418"
"6","3","1.5","3","1","300","5","186","292","5.286666666666667","1.2496571945286763","70.4356973387102"
"4","3","1.5","3","1","300","5","188","285","5.46","1.3557249479603066","109.96219944950074"
"3","3","1.5","3","1","300","5","187","293","6.633333333333334","1.1467886203177715","27.80505282464319"
"7","3","1.5","3","1","300","5","188","290","4.673333333333333","1.4046735095841714","63.410613050289875"
"1","3","1.5","3","1","300","5","191","293","5.773333333333333","1.2250025616129672","42.86515431923094"
"8","3","1.5","3","1","300","5","191","292","4.926666666666667","1.2145394972577785","141.43216176264403"
"2","3","1.5","3","1","300","5","191","292","7.886666666666667","1.147743919151962","76.86315460727785"
"5","3","1.5","3","1","300","5","190","291","5.513333333333334","1.2365260492380832","81.54079129721563"
"6","3","1.5","3","1","300","5","187","290","5.133333333333334","1.2590465598033538","69.93991063202147"
"4","3","1.5","3","1","300","5","189","286","5.786666666666667","1.3265268952880545","111.48265051584714"
"7","3","1.5","3","1","300","5","189","288","4.693333333333333","1.4059385647833016","63.306711936044344"
"3","3","1.5","3","1","300","5","188","293","6.553333333333334","1.1579790624561146","27.58330716964258"
"8","3","1.5","3","1","300","5","192","294","4.973333333333334","1.1996218815760378","139.64871137377864"
"1","3","1.5","3","1","300","5","192","292","5.753333333333333","1.2395280116714733","42.840566638065496"
"2","3","1.5","3","1","300","5","192","292","8.026666666666667","1.149623576699432","69.29427764599828"
"5","3","1.5","3","1","300","5","191","289","5.533333333333333","1.248189713213828","80.9144120749552"
"6","3","1.5","3","1","300","5","188","289","4.993333333333333","1.2673485107240248","69.33524254939404"
"4","3","1.5","3","1","300","5","190","285","5.913333333333333","1.321808691248692","110.06774538755329"
"3","3","1.5","3","1","300","5","189","293","6.5","1.1658220901283178","27.453663026167746"
"7","3","1.5","3","1","300","5","190","290","4.806666666666667","1.3702318627226138","63.28581698256166"
"8","3","1.5","3","1","300","5","193","291","5.14","1.2169065139977417","140.78929783947518"
"1","3","1.5","3","1","300","5","193","291","5.753333333333333","1.221644239355176","42.62079975237975"
"2","3","1.5","3","1","300","5","193","292","8.106666666666667","1.1544956411810026","67.01564657877017"
"5","3","1.5","3","1","300","5","192","289","5.626666666666667","1.252352961184268","81.58412182018321"
"4","3","1.5","3","1","300","5","191","283","5.966666666666667","1.3475442145628844","110.61971991739723"
"6","3","1.5","3","1","300","5","189","293","4.98","1.2654556353607522","69.69976910498559"
"3","3","1.5","3","1","300","5","190","294","6.453333333333333","1.1743180274524785","27.16831084428493"
"7","3","1.5","3","1","300","5","191","289","4.88","1.3186321738248459","63.23782836664829"
"8","3","1.5","3","1","300","5","194","290","5.18","1.253864983809677","142.6501684452565"
"1","3","1.5","3","1","300","5","194","290","5.88","1.2185092310979475","42.48403592929418"
"2","3","1.5","3","1","300","5","194","292","8.133333333333333","1.1503707280479496","64.3616538744322"
"5","3","1.5","3","1","300","5","193","293","5.94","1.2570537639897728","82.00251496592743"
"4","3","1.5","3","1","300","5","192","280","5.88","1.3306458003917923","111.10497605653553"
"6","3","1.5","3","1","300","5","190","294","5.053333333333334","1.2499193260577088","69.51426904804535"
"7","3","1.5","3","1","300","5","192","289","5.046666666666667","1.301678196203882","63.02957401128816"
"3","3","1.5","3","1","300","5","191","294","6.413333333333333","1.181905667205146","26.84791858926306"
"8","3","1.5","3","1","300","5","195","290","5.26","1.2719178721896012","144.102339065655"
"1","3","1.5","3","1","300","5","195","290","6.073333333333333","1.2311625730977953","42.35654126510299"
"2","3","1.5","3","1","300","5","195","292","8.066666666666666","1.137157814022289","59.62494111478928"
"5","3","1.5","3","1","300","5","194","290","6.08","1.2248040470875363","83.43015748867883"
"4","3","1.5","3","1","300","5","193","283","6.006666666666667","1.283591563852795","106.66992090174585"
"6","3","1.5","3","1","300","5","191","294","5.306666666666667","1.2263945924881507","69.05557373276005"
"7","3","1.5","3","1","300","5","193","289","5.173333333333333","1.312290824185776","62.80114704526854"
"3","3","1.5","3","1","300","5","192","292","6.293333333333333","1.2010711489348271","26.362223326197807"
"8","3","1.5","3","1","300","5","196","289","5.18","1.2867128029321684","146.68465171447218"
"1","3","1.5","3","1","300","5","196","292","6.14","1.2481733773364234","41.98177325150655"
"2","3","1.5","3","1","300","5","196","293","7.94","1.146271032306786","60.10878578650245"
"4","3","1.5","3","1","300","5","194","285","6.206666666666667","1.2720367707573847","105.68785056571959"
"5","3","1.5","3","1","300","5","195","289","6.1","1.2541686763536286","82.70068475054337"
"6","3","1.5","3","1","300","5","192","294","5.433333333333334","1.2050958451505618","68.86649660525913"
"7","3","1.5","3","1","300","5","194","289","5.3933333333333335","1.3355108356560967","62.52579930370317"
"3","3","1.5","3","1","300","5","193","292","6.206666666666667","1.2341810394121737","25.939694031228065"
"8","3","1.5","3","1","300","5","197","289","5.153333333333333","1.3078777096697976","146.67594505801685"
"1","3","1.5","3","1","300","5","197","292","6.113333333333333","1.2432596396404942","41.533626938479244"
"4","3","1.5","3","1","300","5","195","290","6.346666666666667","1.2611647170194833","106.74394118041283"
"2","3","1.5","3","1","300","5","197","293","7.793333333333333","1.1518121577646645","57.72828357859637"
"5","3","1.5","3","1","300","5","196","287","6.066666666666666","1.2813199904589614","83.7614852411071"
"6","3","1.5","3","1","300","5","193","295","5.373333333333333","1.1993583535504988","68.53347128748727"
"7","3","1.5","3","1","300","5","195","288","5.413333333333333","1.3304884480733354","62.375252984212416"
"3","3","1.5","3","1","300","5","194","292","6.02","1.2532686268180315","25.508056038538516"
"8","3","1.5","3","1","300","5","198","289","5.06","1.2882903485760246","146.75785959703907"
"4","3","1.5","3","1","300","5","196","289","6.54","1.2754255059865407","105.62921248159034"
"1","3","1.5","3","1","300","5","198","291","6.14","1.2348026652734143","41.451819138994004"
"2","3","1.5","3","1","300","5","198","293","7.7","1.1637378593022265","57.82025226509268"
"5","3","1.5","3","1","300","5","197","288","6.153333333333333","1.25618358445462","83.56580264781223"
"6","3","1.5","3","1","300","5","194","296","5.253333333333333","1.2319386975179243","68.26849985268206"
"7","3","1.5","3","1","300","5","196","286","5.593333333333334","1.3024929929625608","61.1706625616577"
"3","3","1.5","3","1","300","5","195","292","5.94","1.2597095409888195","25.016327034243012"
"8","3","1.5","3","1","300","5","199","289","5.046666666666667","1.2659510624466206","146.94920383990268"
"4","3","1.5","3","1","300","5","197","289","6.426666666666667","1.3232283070164308","107.55333562184916"
"2","3","1.5","3","1","300","5","199","294","7.58","1.1660245882468927","57.70134342201393"
"1","3","1.5","3","1","300","5","199","291","6.233333333333333","1.2083247812712608","41.54977051474388"
"5","3","1.5","3","1","300","5","198","288","6.266666666666667","1.2495067383548744","82.7839113620662"
"6","3","1.5","3","1","300","5","195","295","5.153333333333333","1.263781231638422","68.0775592494771"
"7","3","1.5","3","1","300","5","197","285","5.78","1.2789648876654152","61.225017876075775"
"3","3","1.5","3","1","300","5","196","293","5.98","1.2584582245678941","24.811095799419927"
"8","3","1.5","3","1","300","5","200","291","5.14","1.2498981947249879","145.5824723073214"
"4","3","1.5","3","1","300","5","198","286","6.473333333333334","1.3469592374446553","103.77361167637261"
"2","3","1.5","3","1","300","5","200","295","7.5","1.162200974355507","60.16892198930778"
"1","3","1.5","3","1","300","5","200","291","6.1866666666666665","1.2019850776200045","41.41143364846189"
"5","3","1.5","3","1","300","5","199","287","6.306666666666667","1.251343163394445","82.83483109498563"
"6","3","1.5","3","1","300","5","196","294","4.98","1.2654909662992788","68.03132360965623"
"7","3","1.5","3","1","300","5","198","289","5.866666666666666","1.2915200938537474","61.02126875006295"
"3","3","1.5","3","1","300","5","197","293","6.053333333333334","1.2588406143205506","24.824929833643264"
"8","3","1.5","3","1","300","5","201","292","5.253333333333333","1.232329731123717","144.72737917750604"
"4","3","1.5","3","1","300","5","199","287","6.486666666666666","1.312705865084561","101.95321692594632"
"2","3","1.5","3","1","300","5","201","294","7.246666666666667","1.1782077902443977","62.687358503954826"
"1","3","1.5","3","1","300","5","201","292","6.286666666666667","1.2309629638146626","41.5340563617011"
"5","3","1.5","3","1","300","5","200","287","6.253333333333333","1.2609843582344415","82.96730456765994"
"6","3","1.5","3","1","300","5","197","294","5.073333333333333","1.2109839320474947","67.55632982074542"
"7","3","1.5","3","1","300","5","199","289","5.98","1.3024974607563329","60.73386947699662"
"3","3","1.5","3","1","300","5","198","294","6.033333333333333","1.248076873905905","24.810804920288614"
"8","3","1.5","3","1","300","5","202","295","5.18","1.2388509495174895","143.49803077525507"
"4","3","1.5","3","1","300","5","200","285","6.513333333333334","1.3110600725207584","101.14048997619462"
"2","3","1.5","3","1","300","5","202","294","7.06","1.208791863449964","65.00924656841582"
"1","3","1.5","3","1","300","5","202","293","6.16","1.2587283140731653","41.394141552641884"
"5","3","1.5","3","1","300","5","201","289","6.113333333333333","1.2684262934942887","82.89326149020688"
"6","3","1.5","3","1","300","5","198","295","5.12","1.2161287236812746","67.56298764599265"
"7","3","1.5","3","1","300","5","200","291","5.8933333333333335","1.3107495403417189","60.58525667495832"
"3","3","1.5","3","1","300","5","199","294","6.08","1.2503721169251265","24.616473201871038"
"8","3","1.5","3","1","300","5","203","295","5.3133333333333335","1.2105299315175486","144.06428756411722"
"4","3","1.5","3","1","300","5","201","285","6.4","1.332137997328463","99.95255612536043"
"2","3","1.5","3","1","300","5","203","294","6.793333333333333","1.2231814991936478","59.97361774061874"
"1","3","1.5","3","1","300","5","203","290","6.02","1.2708413599270645","41.31989149748576"
"6","3","1.5","3","1","300","5","199","294","5.3533333333333335","1.2002169489681693","67.33771517621794"
"5","3","1.5","3","1","300","5","202","289","6.086666666666667","1.2863751029247334","82.14581315931598"
"7","3","1.5","3","1","300","5","201","291","5.766666666666667","1.3523789503498942","60.41793922402459"
"3","3","1.5","3","1","300","5","200","293","6.093333333333334","1.2430864385208453","24.5928029027298"
"8","3","1.5","3","1","300","5","204","295","5.373333333333333","1.2240053218744669","144.19060514720732"
"1","3","1.5","3","1","300","5","204","290","5.9","1.2917575865792512","41.204241953545534"
"6","3","1.5","3","1","300","5","200","293","5.433333333333334","1.2151306740388836","67.3409323232685"
"4","3","1.5","3","1","300","5","202","287","6.253333333333333","1.3381318846001529","98.62925649816616"
"2","3","1.5","3","1","300","5","204","294","6.706666666666667","1.2089377146260494","61.855346973579884"
"5","3","1.5","3","1","300","5","203","288","6.16","1.2794799835688417","82.52437819515646"
"7","3","1.5","3","1","300","5","202","288","5.56","1.3321552143985975","59.20416148700791"
"3","3","1.5","3","1","300","5","201","293","6.12","1.245143507490015","24.535294859698084"
"8","3","1.5","3","1","300","5","205","296","5.593333333333334","1.1822897460467074","144.30992375389"
"1","3","1.5","3","1","300","5","205","290","5.8133333333333335","1.2840517650141468","40.844211927311804"
"2","3","1.5","3","1","300","5","205","294","6.573333333333333","1.2123444681808562","61.65186336202787"
"4","3","1.5","3","1","300","5","203","286","6.046666666666667","1.3576494691749144","98.83019763519987"
"6","3","1.5","3","1","300","5","201","293","5.566666666666666","1.2221934907074432","67.06984207735742"
"5","3","1.5","3","1","300","5","204","288","6.286666666666667","1.2976344477755433","82.1596978427068"
"7","3","1.5","3","1","300","5","203","290","5.513333333333334","1.2964880506076875","58.446552120583135"
"3","3","1.5","3","1","300","5","202","293","6.153333333333333","1.2507441968239446","24.62119496466962"
"8","3","1.5","3","1","300","5","206","294","5.553333333333334","1.2109543743931972","141.64224805775115"
"1","3","1.5","3","1","300","5","206","289","5.846666666666667","1.2735309405529271","40.85145357890133"
"2","3","1.5","3","1","300","5","206","294","6.46","1.2159908238765402","63.96737870294183"
"6","3","1.5","3","1","300","5","202","294","5.666666666666667","1.2527939210154426","66.8014554482373"
"4","3","1.5","3","1","300","5","204","288","5.866666666666666","1.4010173159783623","95.26900903154372"
"5","3","1.5","3","1","300","5","205","292","6.38","1.2470437576263391","81.91146714014981"
"7","3","1.5","3","1","300","5","204","289","5.493333333333333","1.2801428182951133","57.751994306213746"
"3","3","1.5","3","1","300","5","203","293","6.213333333333333","1.2338421069985797","24.050249709864428"
"8","3","1.5","3","1","300","5","207","293","5.34","1.1931680865186476","142.07931431834615"
"1","3","1.5","3","1","300","5","207","292","5.8533333333333335","1.2407448720053895","40.68828130412465"
"2","3","1.5","3","1","300","5","207","295","6.406666666666666","1.224225483074566","56.43893475168855"
"4","3","1.5","3","1","300","5","205","288","5.6","1.4354620708123085","95.6830211007061"
"6","3","1.5","3","1","300","5","203","293","5.6466666666666665","1.2294361008821055","66.00639480863782"
"5","3","1.5","3","1","300","5","206","294","6.466666666666667","1.276542790533526","81.95237023541313"
"7","3","1.5","3","1","300","5","205","288","5.366666666666666","1.2925832456232995","57.25818047582875"
"3","3","1.5","3","1","300","5","204","292","6.3533333333333335","1.2287965859525805","23.892999660331903"
"8","3","1.5","3","1","300","5","208","295","5.22","1.2047136685082782","142.51914796160895"
"1","3","1.5","3","1","300","5","208","294","5.913333333333333","1.213250505380031","40.649204136060234"
"2","3","1.5","3","1","300","5","208","294","6.3533333333333335","1.230910618402873","56.088799050363065"
"6","3","1.5","3","1","300","5","204","294","5.693333333333333","1.2198286529772266","64.90612737249828"
"4","3","1.5","3","1","300","5","206","285","5.44","1.4557011752550173","93.56630919053843"
"5","3","1.5","3","1","300","5","207","294","6.36","1.299789127021105","82.11748423784462"
"3","3","1.5","3","1","300","5","205","292","6.5","1.207086733744663","23.678529139150555"
"7","3","1.5","3","1","300","5","206","289","5.24","1.3094553561035107","56.643120314154906"
"8","3","1.5","3","1","300","5","209","295","5.306666666666667","1.2174262642351656","145.00038799849372"
"1","3","1.5","3","1","300","5","209","293","6.02","1.1914924827895979","40.615695428307426"
"2","3","1.5","3","1","300","5","209","294","6.32","1.2346394367213598","55.90561208243658"
"6","3","1.5","3","1","300","5","205","294","5.82","1.2356249983541074","64.23676311134079"
"4","3","1.5","3","1","300","5","207","284","5.253333333333333","1.451142700209079","93.85345066227559"
"7","3","1.5","3","1","300","5","207","292","5.166666666666667","1.3019684677895194","55.79622010948328"
"3","3","1.5","3","1","300","5","206","293","6.64","1.1785678486652693","23.671212731422944"
"5","3","1.5","3","1","300","5","208","293","6.22","1.3292193874324352","82.4127766673141"
"8","3","1.5","3","1","300","5","210","294","5.28","1.2214210348035748","145.01022449205226"
"2","3","1.5","3","1","300","5","210","293","6.1866666666666665","1.2306499914468954","53.30885032853411"
"1","3","1.5","3","1","300","5","210","296","6.093333333333334","1.154995159886365","40.566309022125715"
"6","3","1.5","3","1","300","5","206","294","5.806666666666667","1.2413123685531176","63.67948194098243"
"4","3","1.5","3","1","300","5","208","281","5.14","1.4425711854560157","92.81448603151236"
"7","3","1.5","3","1","300","5","208","293","4.98","1.3110008156066497","55.12642582169505"
"3","3","1.5","3","1","300","5","207","293","6.653333333333333","1.1617748132881212","23.283075135429836"
"5","3","1.5","3","1","300","5","209","291","5.8933333333333335","1.3172391804789632","82.02333553954283"
"8","3","1.5","3","1","300","5","211","293","5.286666666666667","1.2375193666843958","142.05243440249617"
"2","3","1.5","3","1","300","5","211","295","6.093333333333334","1.2136733554001444","55.88614344555747"
"1","3","1.5","3","1","300","5","211","296","6.26","1.118850840758596","40.177519411423724"
"6","3","1.5","3","1","300","5","207","293","5.653333333333333","1.2401453522349482","63.1883328360633"
"4","3","1.5","3","1","300","5","209","281","5.086666666666667","1.4367388615614487","95.59250547744276"
"7","3","1.5","3","1","300","5","209","293","4.98","1.3348423145802628","54.376886131467806"
"3","3","1.5","3","1","300","5","208","295","6.773333333333333","1.1511984203005228","22.93148573862127"
"5","3","1.5","3","1","300","5","210","290","5.96","1.3323938865750624","82.15957694572037"
"8","3","1.5","3","1","300","5","212","292","5.206666666666667","1.2616217429972252","141.58148792888562"
"2","3","1.5","3","1","300","5","212","295","6.006666666666667","1.192112565220903","61.2107494754734"
"1","3","1.5","3","1","300","5","212","296","6.36","1.1183808460970757","39.84985068027426"
"4","3","1.5","3","1","300","5","210","282","5.093333333333334","1.4173989680550614","94.43899825739413"
"6","3","1.5","3","1","300","5","208","295","5.586666666666667","1.2506005213056277","62.83505730356737"
"7","3","1.5","3","1","300","5","210","293","4.98","1.3148847838425828","53.68562854266823"
"3","3","1.5","3","1","300","5","209","295","6.846666666666667","1.127154444052093","22.361976894349635"
"5","3","1.5","3","1","300","5","211","288","6.1","1.3040908045256165","82.2207181031841"
"8","3","1.5","3","1","300","5","213","293","5.233333333333333","1.2730296322194006","139.91170038156218"
"2","3","1.5","3","1","300","5","213","295","5.973333333333334","1.177656488646595","58.527343055445115"
"4","3","1.5","3","1","300","5","211","282","5.113333333333333","1.402233749000374","100.9015449992573"
"6","3","1.5","3","1","300","5","209","293","5.633333333333334","1.2837819048812549","63.06656807613894"
"1","3","1.5","3","1","300","5","213","294","6.513333333333334","1.1271927107290254","39.46778892150553"
"7","3","1.5","3","1","300","5","211","291","5.02","1.311419748017235","53.08436244816173"
"3","3","1.5","3","1","300","5","210","297","6.806666666666667","1.1151735067390929","22.02933623568473"
"5","3","1.5","3","1","300","5","212","286","6.3","1.2562542759523612","81.82796704870697"
"8","3","1.5","3","1","300","5","214","293","5.3","1.2657066194907738","141.41567377678533"
"2","3","1.5","3","1","300","5","214","294","5.96","1.1802725657895492","52.75789840536571"
"4","3","1.5","3","1","300","5","212","282","5.206666666666667","1.3889950515557241","103.36988519524712"
"1","3","1.5","3","1","300","5","214","296","6.526666666666666","1.1257073873249128","39.274536502050104"
"6","3","1.5","3","1","300","5","210","292","5.793333333333333","1.2613000520247677","62.88727359896535"
"7","3","1.5","3","1","300","5","212","290","5.1066666666666665","1.2790767033299186","52.84377596353558"
"3","3","1.5","3","1","300","5","211","297","6.8533333333333335","1.1339766159729452","21.873649899206658"
"5","3","1.5","3","1","300","5","213","287","6.466666666666667","1.253079433945106","82.40328545887868"
"8","3","1.5","3","1","300","5","215","294","5.406666666666666","1.229248458419631","139.69248526151273"
"2","3","1.5","3","1","300","5","215","294","5.933333333333334","1.189602630323832","52.428471246606975"
"4","3","1.5","3","1","300","5","213","285","5.333333333333333","1.3673134845744288","104.45663847656135"
"1","3","1.5","3","1","300","5","215","295","6.293333333333333","1.1310101896196012","39.05440004959774"
"6","3","1.5","3","1","300","5","211","292","5.773333333333333","1.308994962713032","62.56537693174484"
"7","3","1.5","3","1","300","5","213","288","5.273333333333333","1.259125417307032","52.64329755290558"
"3","3","1.5","3","1","300","5","212","297","6.826666666666667","1.145024012606826","21.70090221733105"
"5","3","1.5","3","1","300","5","214","287","6.38","1.235519228668198","82.8348411011335"
"8","3","1.5","3","1","300","5","216","293","5.446666666666666","1.2094764431269545","141.3250214503363"
"2","3","1.5","3","1","300","5","216","294","5.8","1.2077684560571298","52.31211419719189"
"4","3","1.5","3","1","300","5","214","287","5.386666666666667","1.3771468032469794","105.44286406835651"
"1","3","1.5","3","1","300","5","216","295","6.093333333333334","1.1407127062112623","38.624114891315784"
"6","3","1.5","3","1","300","5","212","292","5.666666666666667","1.3120442109796036","61.955013643003554"
"7","3","1.5","3","1","300","5","214","291","5.366666666666666","1.2393883125947776","52.72158885519052"
"3","3","1.5","3","1","300","5","213","293","6.84","1.163082310626815","21.729834495253108"
"5","3","1.5","3","1","300","5","215","288","6.273333333333333","1.2280504592120725","84.04588963627184"
"8","3","1.5","3","1","300","5","217","293","5.453333333333333","1.217389703916186","143.0270342698423"
"2","3","1.5","3","1","300","5","217","294","5.873333333333333","1.2190345756052263","55.102104730346134"
"4","3","1.5","3","1","300","5","215","287","5.48","1.377481019916237","102.29092093056924"
"1","3","1.5","3","1","300","5","217","295","5.993333333333333","1.146130290860599","38.44061240226542"
"6","3","1.5","3","1","300","5","213","292","5.586666666666667","1.2843745660214363","61.318559626192965"
"7","3","1.5","3","1","300","5","215","291","5.4","1.2278052461590812","52.83038005476491"
"3","3","1.5","3","1","300","5","214","293","6.74","1.1703564072421355","21.327138028163976"
"5","3","1.5","3","1","300","5","216","289","6.033333333333333","1.2000570307596579","83.63460220869166"
"8","3","1.5","3","1","300","5","218","294","5.433333333333334","1.2349214686366687","144.7057017176517"
"2","3","1.5","3","1","300","5","218","294","5.88","1.2202103632436143","54.994707098108826"
"4","3","1.5","3","1","300","5","216","284","5.42","1.3583428237608974","102.14224628612104"
