"BehaviorSpace results (NetLogo 6.2.0)"
"Flocking.nlogo"
"Baseline2"
"05/02/2021 08:19:17:674 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-35","35","-35","35"
"[run number]","max-cohere-turn","max-separate-turn","vision","minimum-separation","population","max-align-turn","[step]","count turtles with [any? flockmates]","mean [count flockmates] of turtles","mean [min [distance myself] of other turtles] of turtles","standard-deviation [heading] of turtles"
"7","3","1.5","3","1","300","5","93","288","0.96","1.3151021199894635","93.7969497493799"
"1","3","1.5","3","1","300","5","93","290","0.9666666666666667","1.3036355083654938","116.54307353737045"
"5","3","1.5","3","1","300","5","92","280","0.9333333333333333","1.4627064930180695","112.85383239397734"
"3","3","1.5","3","1","300","5","92","290","0.9666666666666667","1.3132994554397108","114.26784698706308"
"8","3","1.5","3","1","300","5","94","289","0.9633333333333334","1.2670204259976883","99.39030863694545"
"4","3","1.5","3","1","300","5","98","290","0.9666666666666667","1.2220084779559515","101.03073294275674"
"6","3","1.5","3","1","300","5","94","285","0.95","1.2806819929194526","86.02331032244942"
"2","3","1.5","3","1","300","5","96","292","0.9733333333333334","1.334887795384101","97.81959462491115"
"7","3","1.5","3","1","300","5","94","289","0.9633333333333334","1.3663432419562203","93.57999619585883"
"1","3","1.5","3","1","300","5","94","287","0.9566666666666667","1.2972574816687126","116.70700665361692"
"5","3","1.5","3","1","300","5","93","279","0.93","1.4465466426138516","113.66381135244863"
"3","3","1.5","3","1","300","5","93","289","0.9633333333333334","1.3027887916402279","114.11716543310573"
"8","3","1.5","3","1","300","5","95","289","0.9633333333333334","1.2763250646780977","99.31719460423896"
"4","3","1.5","3","1","300","5","99","290","0.9666666666666667","1.219208985442456","100.98924840973874"
"6","3","1.5","3","1","300","5","95","284","0.9466666666666667","1.3026394122706066","86.22120556789667"
"7","3","1.5","3","1","300","5","95","286","0.9533333333333334","1.3959334929159937","93.43108098678505"
"2","3","1.5","3","1","300","5","97","285","0.95","1.3385548313963427","98.1354052232799"
"1","3","1.5","3","1","300","5","95","290","0.9666666666666667","1.3077793155086723","117.17642791040251"
"5","3","1.5","3","1","300","5","94","282","0.94","1.391467778458083","113.2165516336807"
"8","3","1.5","3","1","300","5","96","289","0.9633333333333334","1.321895357443892","99.90762816203862"
"3","3","1.5","3","1","300","5","94","284","0.9466666666666667","1.3140359693267722","114.08823043729642"
"6","3","1.5","3","1","300","5","96","280","0.9333333333333333","1.3314266141719182","85.39095953532106"
"7","3","1.5","3","1","300","5","96","284","0.9466666666666667","1.3768297535805147","93.36724378651049"
"4","3","1.5","3","1","300","5","100","290","0.9666666666666667","1.2748241328421617","101.09150760801678"
"2","3","1.5","3","1","300","5","98","287","0.9566666666666667","1.3318710920004055","97.96680174900771"
"1","3","1.5","3","1","300","5","96","289","0.9633333333333334","1.2948262630507523","117.52940094294178"
"5","3","1.5","3","1","300","5","95","289","0.9633333333333334","1.3600962058126396","113.26680176139456"
"3","3","1.5","3","1","300","5","95","287","0.9566666666666667","1.3043076120395303","114.22967440817234"
"8","3","1.5","3","1","300","5","97","289","0.9633333333333334","1.2781527182211059","99.38010994225193"
"6","3","1.5","3","1","300","5","97","285","0.95","1.330127428444591","85.13714212120848"
"7","3","1.5","3","1","300","5","97","286","0.9533333333333334","1.3468694136288635","93.6851414370095"
"4","3","1.5","3","1","300","5","101","290","0.9666666666666667","1.2983533877441888","101.16842682376716"
"2","3","1.5","3","1","300","5","99","288","0.96","1.3281906322889387","98.09392122456585"
"1","3","1.5","3","1","300","5","97","289","0.9633333333333334","1.2809920183603374","117.55780560492222"
"5","3","1.5","3","1","300","5","96","284","0.9466666666666667","1.378191109666946","113.78042472919176"
"3","3","1.5","3","1","300","5","96","288","0.96","1.297784814119007","114.21571433649652"
"8","3","1.5","3","1","300","5","98","288","0.96","1.2698787372188405","100.12367606356335"
"7","3","1.5","3","1","300","5","98","285","0.95","1.313659567104973","93.98972365131735"
"6","3","1.5","3","1","300","5","98","287","0.9566666666666667","1.3534027265377024","84.71752964631888"
"4","3","1.5","3","1","300","5","102","287","0.9566666666666667","1.2893392832177655","101.1772673984206"
"2","3","1.5","3","1","300","5","100","289","0.9633333333333334","1.3224165131737244","98.17868943844579"
"1","3","1.5","3","1","300","5","98","290","0.9666666666666667","1.2302509254695293","117.85316845318481"
"5","3","1.5","3","1","300","5","97","285","0.95","1.386964456829337","114.00437669524385"
"3","3","1.5","3","1","300","5","97","289","0.9633333333333334","1.2766204544378228","114.32266869108555"
"8","3","1.5","3","1","300","5","99","292","0.9733333333333334","1.2683941571513355","99.9968870268139"
"7","3","1.5","3","1","300","5","99","287","0.9566666666666667","1.2886060146754703","94.00021425755567"
"6","3","1.5","3","1","300","5","99","286","0.9533333333333334","1.3037794138619592","84.46937107393059"
"4","3","1.5","3","1","300","5","103","289","0.9633333333333334","1.2492371726218239","101.15624869690316"
"2","3","1.5","3","1","300","5","101","289","0.9633333333333334","1.3187454429393721","98.47979430133833"
"1","3","1.5","3","1","300","5","99","293","0.9766666666666667","1.2407041492158792","118.12496100610676"
"3","3","1.5","3","1","300","5","98","290","0.9666666666666667","1.278569305483981","114.06956377084025"
"8","3","1.5","3","1","300","5","100","291","0.97","1.313747610093856","100.30595983964253"
"5","3","1.5","3","1","300","5","98","286","0.9533333333333334","1.378129246134619","113.62056398137213"
"7","3","1.5","3","1","300","5","100","289","0.9633333333333334","1.272531837935154","94.07096711862222"
"6","3","1.5","3","1","300","5","100","289","0.9633333333333334","1.2593327013168447","85.06373927601659"
"4","3","1.5","3","1","300","5","104","290","0.9666666666666667","1.2502083902321","101.18362441533375"
"2","3","1.5","3","1","300","5","102","286","0.9533333333333334","1.3466239531042654","98.46960154727877"
"1","3","1.5","3","1","300","5","100","293","0.9766666666666667","1.2577277964635747","118.50665474618253"
"3","3","1.5","3","1","300","5","99","288","0.96","1.2650882728875548","114.19795617742048"
"7","3","1.5","3","1","300","5","101","291","0.97","1.2649037777452234","94.04296648121758"
"5","3","1.5","3","1","300","5","99","290","0.9666666666666667","1.31991829048025","112.99087454161175"
"8","3","1.5","3","1","300","5","101","289","0.9633333333333334","1.2900038510654175","100.5289838439634"
"6","3","1.5","3","1","300","5","101","292","0.9733333333333334","1.283499770758366","84.69666622132878"
"4","3","1.5","3","1","300","5","105","290","0.9666666666666667","1.2501636945887158","101.37245109499491"
"2","3","1.5","3","1","300","5","103","288","0.96","1.3555686481723992","98.65944722605215"
"1","3","1.5","3","1","300","5","101","290","0.9666666666666667","1.3058923493901597","118.35862953379805"
"3","3","1.5","3","1","300","5","100","291","0.97","1.2236302754078894","113.92956518109368"
"5","3","1.5","3","1","300","5","100","292","0.9733333333333334","1.2940789809621687","112.61210899574506"
"7","3","1.5","3","1","300","5","102","290","0.9666666666666667","1.2922085337007228","95.03518994966628"
"6","3","1.5","3","1","300","5","102","292","0.9733333333333334","1.2832524253609048","84.4948576543402"
"8","3","1.5","3","1","300","5","102","289","0.9633333333333334","1.2799098143415994","100.36265358120718"
"4","3","1.5","3","1","300","5","106","294","0.98","1.2447121419663274","101.40188539525722"
"2","3","1.5","3","1","300","5","104","287","0.9566666666666667","1.3415403301514075","98.73953168487091"
"1","3","1.5","3","1","300","5","102","286","0.9533333333333334","1.2965782649740594","118.31099360605123"
"3","3","1.5","3","1","300","5","101","293","0.9766666666666667","1.2198224700922358","113.76696539509575"
"5","3","1.5","3","1","300","5","101","291","0.97","1.3147838070331084","112.74992083089774"
"6","3","1.5","3","1","300","5","103","289","0.9633333333333334","1.2737081207285605","85.11547451782324"
"7","3","1.5","3","1","300","5","103","288","0.96","1.29385251754092","94.55142760099938"
"8","3","1.5","3","1","300","5","103","287","0.9566666666666667","1.2615721940800062","100.42663369515742"
"4","3","1.5","3","1","300","5","107","289","0.9633333333333334","1.2199136286368257","101.50083181570065"
"2","3","1.5","3","1","300","5","105","288","0.96","1.3480218369350243","98.61603339890232"
"1","3","1.5","3","1","300","5","103","285","0.95","1.3020718555706223","118.41317888807264"
"5","3","1.5","3","1","300","5","102","290","0.9666666666666667","1.3320962838605281","112.74563671397944"
"3","3","1.5","3","1","300","5","102","287","0.9566666666666667","1.2635977840724764","113.81437436634256"
"6","3","1.5","3","1","300","5","104","289","0.9633333333333334","1.301772781009726","84.58112257633411"
"7","3","1.5","3","1","300","5","104","287","0.9566666666666667","1.3233690845738686","94.70495611925251"
"8","3","1.5","3","1","300","5","104","288","0.96","1.2759055443524168","100.40601483508954"
"4","3","1.5","3","1","300","5","108","293","0.9766666666666667","1.2152483445557012","101.54039394261983"
"2","3","1.5","3","1","300","5","106","290","0.9666666666666667","1.3593019029333773","98.41460470254951"
"5","3","1.5","3","1","300","5","103","287","0.9566666666666667","1.329721382214259","113.0271367291838"
"3","3","1.5","3","1","300","5","103","286","0.9533333333333334","1.275331175517621","113.80789921056137"
"1","3","1.5","3","1","300","5","104","286","0.9533333333333334","1.278830477019332","118.55562605059701"
"7","3","1.5","3","1","300","5","105","287","0.9566666666666667","1.2725179669655606","94.38131236470643"
"6","3","1.5","3","1","300","5","105","285","0.95","1.2843729280078688","84.2783776055777"
"8","3","1.5","3","1","300","5","105","285","0.95","1.2691557670678677","100.95893453933532"
"4","3","1.5","3","1","300","5","109","293","0.9766666666666667","1.1997012773253004","101.48857577379248"
"2","3","1.5","3","1","300","5","107","288","0.96","1.33950700827137","98.11095577455116"
"5","3","1.5","3","1","300","5","104","289","0.9633333333333334","1.2972263913212456","112.84274504708787"
"1","3","1.5","3","1","300","5","105","288","0.96","1.2962439365959484","118.60547054710541"
"3","3","1.5","3","1","300","5","104","291","0.97","1.28263332271629","114.35746201616836"
"7","3","1.5","3","1","300","5","106","288","0.96","1.266054254987539","94.02971644800195"
"6","3","1.5","3","1","300","5","106","287","0.9566666666666667","1.2881512929248546","84.53636586432732"
"8","3","1.5","3","1","300","5","106","289","0.9633333333333334","1.2424856233398642","100.60299488999657"
"4","3","1.5","3","1","300","5","110","295","0.9833333333333333","1.235570495365713","101.43997140479686"
"2","3","1.5","3","1","300","5","108","288","0.96","1.3316682920612786","98.3479149894027"
"1","3","1.5","3","1","300","5","106","284","0.9466666666666667","1.3084687618819089","118.7369288832657"
"5","3","1.5","3","1","300","5","105","293","0.9766666666666667","1.279682517743044","112.62310161313451"
"3","3","1.5","3","1","300","5","105","286","0.9533333333333334","1.320908135822158","114.32013200892976"
"7","3","1.5","3","1","300","5","107","290","0.9666666666666667","1.2587160568442046","93.45913949241621"
"6","3","1.5","3","1","300","5","107","289","0.9633333333333334","1.2808952240043654","84.36814643192449"
"8","3","1.5","3","1","300","5","107","292","0.9733333333333334","1.248753725421138","100.80840308955467"
"4","3","1.5","3","1","300","5","111","289","0.9633333333333334","1.2244647605454737","101.40235044290307"
"2","3","1.5","3","1","300","5","109","287","0.9566666666666667","1.3208589526219217","98.19168883481645"
"1","3","1.5","3","1","300","5","107","285","0.95","1.3057547018532198","118.58767600561748"
"5","3","1.5","3","1","300","5","106","292","0.9733333333333334","1.3002462310004412","113.39728469183575"
"3","3","1.5","3","1","300","5","106","286","0.9533333333333334","1.3692023632787187","114.48668556486749"
"7","3","1.5","3","1","300","5","108","290","0.9666666666666667","1.2757236404674648","94.16114788905831"
"6","3","1.5","3","1","300","5","108","288","0.96","1.279838098105462","84.69940782620415"
"8","3","1.5","3","1","300","5","108","293","0.9766666666666667","1.239524200732504","100.65314826544682"
"2","3","1.5","3","1","300","5","110","286","0.9533333333333334","1.2773782596660648","98.10993705289326"
"4","3","1.5","3","1","300","5","112","293","0.9766666666666667","1.1963435518022334","101.43948325594152"
"1","3","1.5","3","1","300","5","108","284","0.9466666666666667","1.310253947506052","118.63643868556032"
"5","3","1.5","3","1","300","5","107","291","0.97","1.334043396089898","112.68963137076193"
"7","3","1.5","3","1","300","5","109","291","0.97","1.2642142490302561","94.11004616175681"
"6","3","1.5","3","1","300","5","109","286","0.9533333333333334","1.301161733338664","83.85596734260395"
"3","3","1.5","3","1","300","5","107","286","0.9533333333333334","1.3883648237818633","114.3153034623408"
"2","3","1.5","3","1","300","5","111","286","0.9533333333333334","1.2605247958608994","98.13878650295976"
"4","3","1.5","3","1","300","5","113","293","0.9766666666666667","1.1823844678110997","101.58863286060033"
"8","3","1.5","3","1","300","5","109","293","0.9766666666666667","1.2601482514229003","100.89225965045458"
"7","3","1.5","3","1","300","5","110","292","0.9733333333333334","1.2668362643475968","94.20607948536723"
"5","3","1.5","3","1","300","5","108","285","0.95","1.3241146835814603","112.11356470264691"
"6","3","1.5","3","1","300","5","110","287","0.9566666666666667","1.286363641213479","83.92213663366304"
"3","3","1.5","3","1","300","5","108","284","0.9466666666666667","1.390249370800272","114.50036834446078"
"1","3","1.5","3","1","300","5","109","284","0.9466666666666667","1.2812311146367563","118.51475060903356"
"4","3","1.5","3","1","300","5","114","295","0.9833333333333333","1.2148940175123006","101.341406418439"
"2","3","1.5","3","1","300","5","112","289","0.9633333333333334","1.2703553240673873","98.12583377720031"
"8","3","1.5","3","1","300","5","110","294","0.98","1.2862541172627573","100.26683461688835"
"7","3","1.5","3","1","300","5","111","291","0.97","1.2511798364388882","94.73252405834921"
"6","3","1.5","3","1","300","5","111","289","0.9633333333333334","1.3120883711129978","84.22008821954795"
"5","3","1.5","3","1","300","5","109","288","0.96","1.3096362711528173","112.08206415121008"
"3","3","1.5","3","1","300","5","109","284","0.9466666666666667","1.3560360387882402","114.8577660403422"
"1","3","1.5","3","1","300","5","110","288","0.96","1.2314255588743763","118.7100980768671"
"4","3","1.5","3","1","300","5","115","293","0.9766666666666667","1.2321433589920747","101.39705724338802"
"2","3","1.5","3","1","300","5","113","288","0.96","1.252446537873318","98.11893145585816"
"8","3","1.5","3","1","300","5","111","292","0.9733333333333334","1.2929682283605781","99.98338086617646"
"6","3","1.5","3","1","300","5","112","289","0.9633333333333334","1.3308197994262398","83.87772252118212"
"5","3","1.5","3","1","300","5","110","289","0.9633333333333334","1.2884643543198098","112.5713200323302"
"3","3","1.5","3","1","300","5","110","287","0.9566666666666667","1.3082397013064067","115.08796675174507"
"7","3","1.5","3","1","300","5","112","292","0.9733333333333334","1.2410564286520467","94.97265615608697"
"1","3","1.5","3","1","300","5","111","290","0.9666666666666667","1.2046557924729107","118.85991912833913"
"2","3","1.5","3","1","300","5","114","288","0.96","1.2470065549046818","97.6420082988272"
"8","3","1.5","3","1","300","5","112","290","0.9666666666666667","1.272574297070667","100.0266028485279"
"4","3","1.5","3","1","300","5","116","290","0.9666666666666667","1.2378257370625703","101.6408271638515"
"6","3","1.5","3","1","300","5","113","289","0.9633333333333334","1.3396092986631691","83.55337173281073"
"5","3","1.5","3","1","300","5","111","290","0.9666666666666667","1.2910161243694191","112.50305926653424"
"1","3","1.5","3","1","300","5","112","291","0.97","1.2259091047434751","118.91028732923482"
"3","3","1.5","3","1","300","5","111","289","0.9633333333333334","1.2822735378569856","115.32057922082345"
"7","3","1.5","3","1","300","5","113","293","0.9766666666666667","1.2733923016103093","94.79478907599807"
"2","3","1.5","3","1","300","5","115","288","0.96","1.2486344925853994","98.04489413439549"
"8","3","1.5","3","1","300","5","113","290","0.9666666666666667","1.262072729264477","100.41026989632594"
"4","3","1.5","3","1","300","5","117","291","0.97","1.2190516265924511","101.66076755919545"
"6","3","1.5","3","1","300","5","114","289","0.9633333333333334","1.3053788120134642","82.49109167363122"
"5","3","1.5","3","1","300","5","112","291","0.97","1.2781557145799196","111.19879588202518"
"3","3","1.5","3","1","300","5","112","289","0.9633333333333334","1.234080621327517","115.19677622161454"
"1","3","1.5","3","1","300","5","113","291","0.97","1.2157883636463551","118.70864137598332"
"7","3","1.5","3","1","300","5","114","291","0.97","1.2766028466627195","94.90571475477157"
"8","3","1.5","3","1","300","5","114","290","0.9666666666666667","1.3025979306244848","100.50023152646534"
"2","3","1.5","3","1","300","5","116","287","0.9566666666666667","1.2660295926479181","97.89246187917496"
"4","3","1.5","3","1","300","5","118","293","0.9766666666666667","1.2077455433347717","101.92287021697595"
"6","3","1.5","3","1","300","5","115","288","0.96","1.2828997555626556","82.47208791919549"
"1","3","1.5","3","1","300","5","114","288","0.96","1.2275224319874396","118.61349199283423"
"5","3","1.5","3","1","300","5","113","293","0.9766666666666667","1.2558420749323898","111.18644675081485"
"7","3","1.5","3","1","300","5","115","289","0.9633333333333334","1.2965871150953108","95.0924743183545"
"3","3","1.5","3","1","300","5","113","291","0.97","1.218025209840431","115.2387783255532"
"8","3","1.5","3","1","300","5","115","290","0.9666666666666667","1.3203303636082984","100.47099461890431"
"2","3","1.5","3","1","300","5","117","287","0.9566666666666667","1.2566732630955855","98.26283563091913"
"4","3","1.5","3","1","300","5","119","293","0.9766666666666667","1.260065499325452","101.95011591546076"
"6","3","1.5","3","1","300","5","116","285","0.95","1.2931995961982552","82.17071137126115"
"1","3","1.5","3","1","300","5","115","286","0.9533333333333334","1.2491060810820023","118.47346019896526"
"7","3","1.5","3","1","300","5","116","287","0.9566666666666667","1.3138538009627918","95.51367778910783"
"5","3","1.5","3","1","300","5","114","293","0.9766666666666667","1.2181532301417861","111.62574756394773"
"3","3","1.5","3","1","300","5","114","291","0.97","1.2278523671099781","115.39262121824491"
"8","3","1.5","3","1","300","5","116","290","0.9666666666666667","1.2852696765468743","100.41843264777525"
"4","3","1.5","3","1","300","5","120","293","0.9766666666666667","1.262482307416029","101.75913718733264"
"2","3","1.5","3","1","300","5","118","288","0.96","1.263254574152841","98.40480983384431"
"6","3","1.5","3","1","300","5","117","286","0.9533333333333334","1.2729333875001918","82.48724961053459"
"1","3","1.5","3","1","300","5","116","287","0.9566666666666667","1.2496258770594066","118.50456737999501"
"7","3","1.5","3","1","300","5","117","287","0.9566666666666667","1.2715062129225454","95.14416249019541"
"5","3","1.5","3","1","300","5","115","293","0.9766666666666667","1.230416041006802","111.8933479600784"
"3","3","1.5","3","1","300","5","115","292","0.9733333333333334","1.255406422598819","115.36742532214134"
"8","3","1.5","3","1","300","5","117","292","0.9733333333333334","1.2440118083786336","100.60190219053763"
"4","3","1.5","3","1","300","5","121","291","0.97","1.2207984242018786","101.93566429203945"
"2","3","1.5","3","1","300","5","119","286","0.9533333333333334","1.2559784134682004","98.51418617047601"
"6","3","1.5","3","1","300","5","118","287","0.9566666666666667","1.2639565829734876","81.84329261049676"
"1","3","1.5","3","1","300","5","117","285","0.95","1.2505926362411213","118.55833599418479"
"7","3","1.5","3","1","300","5","118","285","0.95","1.2764839774944485","95.34034083077216"
"5","3","1.5","3","1","300","5","116","294","0.98","1.2422079575945109","112.27166389482001"
"3","3","1.5","3","1","300","5","116","292","0.9733333333333334","1.2572214340461452","115.27671532181792"
"8","3","1.5","3","1","300","5","118","292","0.9733333333333334","1.212044310106597","100.7258475087524"
"4","3","1.5","3","1","300","5","122","291","0.97","1.2214345042403436","101.84103072147636"
"2","3","1.5","3","1","300","5","120","288","0.96","1.2279907339817637","98.55816706723559"
"6","3","1.5","3","1","300","5","119","287","0.9566666666666667","1.2739370301742248","81.26298715420884"
"1","3","1.5","3","1","300","5","118","287","0.9566666666666667","1.1890017600199263","118.37469001053537"
"7","3","1.5","3","1","300","5","119","287","0.9566666666666667","1.2645588501735678","95.88273741108165"
"5","3","1.5","3","1","300","5","117","290","0.9666666666666667","1.2743156483709657","113.05793950590461"
"3","3","1.5","3","1","300","5","117","290","0.9666666666666667","1.259295615543025","115.25246902152509"
"8","3","1.5","3","1","300","5","119","291","0.97","1.2198453594168133","100.61358753146084"
"4","3","1.5","3","1","300","5","123","294","0.98","1.2157883532507001","101.91035965399605"
"2","3","1.5","3","1","300","5","121","287","0.9566666666666667","1.2569752665277878","98.53843583739636"
"6","3","1.5","3","1","300","5","120","287","0.9566666666666667","1.2884469530143086","81.56280228283586"
"7","3","1.5","3","1","300","5","120","288","0.96","1.2429979086965068","95.91900296463973"
"1","3","1.5","3","1","300","5","119","291","0.97","1.2085614590276346","118.38848025987663"
"5","3","1.5","3","1","300","5","118","291","0.97","1.2802545056459722","112.71663634823963"
"8","3","1.5","3","1","300","5","120","291","0.97","1.2086235140947263","100.63129501740909"
"3","3","1.5","3","1","300","5","118","288","0.96","1.2463926704945585","115.39606534727172"
"4","3","1.5","3","1","300","5","124","294","0.98","1.2374858119584669","102.12315531330015"
"2","3","1.5","3","1","300","5","122","288","0.96","1.2270161161814057","98.32367624443359"
"6","3","1.5","3","1","300","5","121","288","0.96","1.2848432852584357","81.44391491348578"
"7","3","1.5","3","1","300","5","121","289","0.9633333333333334","1.234300436800734","95.72354510751255"
"1","3","1.5","3","1","300","5","120","292","0.9733333333333334","1.2367083732434907","118.0289289212382"
"5","3","1.5","3","1","300","5","119","289","0.9633333333333334","1.2730528229747453","112.66981664110979"
"8","3","1.5","3","1","300","5","121","292","0.9733333333333334","1.2125533243270383","100.80378363857157"
"3","3","1.5","3","1","300","5","119","289","0.9633333333333334","1.201561673225165","115.34751622431557"
"4","3","1.5","3","1","300","5","125","293","0.9766666666666667","1.2598733381206801","102.1919643904216"
"6","3","1.5","3","1","300","5","122","288","0.96","1.266495474776027","81.72695563393027"
"2","3","1.5","3","1","300","5","123","291","0.97","1.243232620816705","98.22231893103051"
"7","3","1.5","3","1","300","5","122","289","0.9633333333333334","1.2694843009084258","95.95109816018164"
"1","3","1.5","3","1","300","5","121","289","0.9633333333333334","1.2451693733590765","118.05703667250917"
"5","3","1.5","3","1","300","5","120","290","0.9666666666666667","1.2710144199523017","111.68662428442242"
"8","3","1.5","3","1","300","5","122","293","0.9766666666666667","1.210283863771158","101.08896408203948"
"3","3","1.5","3","1","300","5","120","290","0.9666666666666667","1.2474210049840406","115.50189067526442"
"4","3","1.5","3","1","300","5","126","290","0.9666666666666667","1.2935468242403176","102.07575888825993"
"6","3","1.5","3","1","300","5","123","288","0.96","1.278599375398856","81.74052964571419"
"2","3","1.5","3","1","300","5","124","290","0.9666666666666667","1.2849940905702801","98.30219703947976"
"1","3","1.5","3","1","300","5","122","289","0.9633333333333334","1.2721965270364008","118.14966646234102"
"7","3","1.5","3","1","300","5","123","287","0.9566666666666667","1.2415635219733108","95.46113667242471"
"5","3","1.5","3","1","300","5","121","292","0.9733333333333334","1.277668328958411","112.28699904830756"
"8","3","1.5","3","1","300","5","123","292","0.9733333333333334","1.2292422631990638","100.88987208411827"
"3","3","1.5","3","1","300","5","121","290","0.9666666666666667","1.2861844772480575","115.48020580597392"
"4","3","1.5","3","1","300","5","127","288","0.96","1.2631822365247067","101.78407057581535"
"6","3","1.5","3","1","300","5","124","287","0.9566666666666667","1.2680451802235913","81.6058433305203"
"2","3","1.5","3","1","300","5","125","287","0.9566666666666667","1.2848973168558973","98.49852132267984"
"7","3","1.5","3","1","300","5","124","289","0.9633333333333334","1.1985907775720066","95.2335908426235"
"1","3","1.5","3","1","300","5","123","285","0.95","1.2856485908456994","117.87968473058558"
"5","3","1.5","3","1","300","5","122","292","0.9733333333333334","1.2687866490277442","111.34473508430925"
"8","3","1.5","3","1","300","5","124","291","0.97","1.213563504016609","101.5603108419919"
"3","3","1.5","3","1","300","5","122","289","0.9633333333333334","1.3246959879994156","115.28799439342662"
"4","3","1.5","3","1","300","5","128","288","0.96","1.2327656640237725","101.76729915534122"
"6","3","1.5","3","1","300","5","125","289","0.9633333333333334","1.2772636186082806","81.86886271044325"
"2","3","1.5","3","1","300","5","126","289","0.9633333333333334","1.3123040709692746","98.21987735706949"
"7","3","1.5","3","1","300","5","125","290","0.9666666666666667","1.2025798186516699","95.86903782196491"
"1","3","1.5","3","1","300","5","124","285","0.95","1.2864971925822","118.13471386459257"
"5","3","1.5","3","1","300","5","123","291","0.97","1.2178281409822775","111.47455467498507"
"8","3","1.5","3","1","300","5","125","294","0.98","1.258333676675276","101.61608056941452"
"3","3","1.5","3","1","300","5","123","290","0.9666666666666667","1.3296488909152897","115.56581857591272"
"4","3","1.5","3","1","300","5","129","291","0.97","1.232740683599209","101.96901692402129"
"6","3","1.5","3","1","300","5","126","292","0.9733333333333334","1.2716307423421256","81.69796399771795"
"2","3","1.5","3","1","300","5","127","288","0.96","1.3021455077749229","98.28557768308781"
"7","3","1.5","3","1","300","5","126","291","0.97","1.2572895754278115","95.72596492213799"
"1","3","1.5","3","1","300","5","125","286","0.9533333333333334","1.297116618882553","118.0219991394908"
"5","3","1.5","3","1","300","5","124","292","0.9733333333333334","1.1873158316061017","112.02050425219409"
"8","3","1.5","3","1","300","5","126","294","0.98","1.257649498759457","101.2512436312361"
"3","3","1.5","3","1","300","5","124","287","0.9566666666666667","1.3516228292170622","115.40116324485416"
"4","3","1.5","3","1","300","5","130","288","0.96","1.2058433099657964","102.29635511037104"
"6","3","1.5","3","1","300","5","127","292","0.9733333333333334","1.2933874593028512","81.3693449550407"
"2","3","1.5","3","1","300","5","128","289","0.9633333333333334","1.2943841514666878","98.8711848077908"
"7","3","1.5","3","1","300","5","127","290","0.9666666666666667","1.2147215684549433","95.33098234998944"
"1","3","1.5","3","1","300","5","126","283","0.9433333333333334","1.2644629570747994","118.05925524685364"
"5","3","1.5","3","1","300","5","125","292","0.9733333333333334","1.211578995182258","111.0433993704682"
"8","3","1.5","3","1","300","5","127","293","0.9766666666666667","1.191263532145374","100.6504776352711"
"3","3","1.5","3","1","300","5","125","288","0.96","1.3134942073505023","115.66801610535802"
"4","3","1.5","3","1","300","5","131","290","0.9666666666666667","1.204531013934197","102.42848355425264"
"6","3","1.5","3","1","300","5","128","290","0.9666666666666667","1.2984135681034525","81.43412493192778"
"2","3","1.5","3","1","300","5","129","290","0.9666666666666667","1.294881337510301","98.59330792281224"
"7","3","1.5","3","1","300","5","128","294","0.98","1.1799624201365142","95.00599156057613"
"1","3","1.5","3","1","300","5","127","286","0.9533333333333334","1.2745667895348","117.81955065784113"
"5","3","1.5","3","1","300","5","126","292","0.9733333333333334","1.1793551476327877","111.02875281229592"
"8","3","1.5","3","1","300","5","128","292","0.9733333333333334","1.1646962948958683","100.44962389326109"
"3","3","1.5","3","1","300","5","126","287","0.9566666666666667","1.2953375373097749","116.06760870331576"
"4","3","1.5","3","1","300","5","132","292","0.9733333333333334","1.2342692315490411","102.45283272781899"
"6","3","1.5","3","1","300","5","129","290","0.9666666666666667","1.277913099145938","81.75360449622372"
"2","3","1.5","3","1","300","5","130","292","0.9733333333333334","1.2820974894170467","98.6886967943342"
"7","3","1.5","3","1","300","5","129","294","0.98","1.207819144915928","95.14703048652326"
"1","3","1.5","3","1","300","5","128","284","0.9466666666666667","1.2472166039351023","117.91542669115704"
"5","3","1.5","3","1","300","5","127","292","0.9733333333333334","1.1992831988893844","111.04822083095623"
"8","3","1.5","3","1","300","5","129","292","0.9733333333333334","1.1762008532624126","100.95856049617369"
"4","3","1.5","3","1","300","5","133","292","0.9733333333333334","1.1968650570409445","102.34242681042676"
"3","3","1.5","3","1","300","5","127","289","0.9633333333333334","1.2932230948521348","116.07660427482092"
"6","3","1.5","3","1","300","5","130","290","0.9666666666666667","1.2950745739612042","81.82869698110063"
"2","3","1.5","3","1","300","5","131","290","0.9666666666666667","1.2625916528093584","98.74927740779098"
"7","3","1.5","3","1","300","5","130","296","0.9866666666666667","1.239023174340476","94.77357933320786"
"1","3","1.5","3","1","300","5","129","289","0.9633333333333334","1.2615341840543215","117.89068313504946"
"5","3","1.5","3","1","300","5","128","295","0.9833333333333333","1.2160383183823757","111.8598795573261"
"8","3","1.5","3","1","300","5","130","293","0.9766666666666667","1.1520871794093916","100.99947548035982"
"4","3","1.5","3","1","300","5","134","294","0.98","1.1696444446234147","102.15168740230634"
"3","3","1.5","3","1","300","5","128","284","0.9466666666666667","1.317738167696507","115.99653952163081"
"2","3","1.5","3","1","300","5","132","287","0.9566666666666667","1.2661231593866746","98.4938896119569"
